Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob
B00: King's Pawn	e2e4	1	0.5406239822830404	1	187073833	17035232	177864084	0.4897565011827572	0.044597982985448016	0.46564551583179475
B00: King's Pawn	e2e4,e7e5	2	0.5406239822830404	1	61442676	5262214	54510961	0.506886479722854	0.04341192968236473	0.4497015905947812
B20: Sicilian Defense	e2e4,c7c5	2	0.5406239822830404	1	42944089	4143781	42293945	0.4804566678356218	0.04636044815156193	0.4731828840128163
B27: Sicilian Defense	e2e4,c7c5,g1f3	3	0.30271418317515486	0.5599348032930412	24123472	2453307	23790460	0.4789516455329227	0.04870838760885821	0.4723399668582191
B30: Sicilian Defense: Old Sicilian	e2e4,c7c5,g1f3,b8c6	4	0.30271418317515486	0.5599348032930412	9547266	944002	9153732	0.48598961567828963	0.048053041486383306	0.4659573428353271
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4	5	0.15366588626782685	0.28423801256263176	4882255	495184	4684630	0.48521382630152904	0.04921294020146354	0.4655732334970074
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4	6	0.15366588626782685	0.28423801256263176	4800439	494138	4680662	0.4812354871898307	0.04953645722172672	0.46922805558844255
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4	7	0.14275499167597305	0.2640559730131146	4458814	467829	4366856	0.47977774571235227	0.05033938240053612	0.46988287188711164
B32: Sicilian Defense: Löwenthal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e5	8	0.14275499167597305	0.2640559730131146	1170368	122723	1146652	0.4797095431772937	0.050301609636752724	0.46998884718595363
B32: Sicilian Defense: Löwenthal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e5,d4b5	9	0.06054882795493431	0.1119980428896962	516092	56224	462489	0.4987335778238412	0.054332941955247606	0.4469334802209112
B32: Sicilian Defense: Löwenthal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e5,d4c6	9	0.04472844589650661	0.08273485335892723	352742	38559	373127	0.4614456822617696	0.05044163740731632	0.4881126803309141
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6	8	0.14275499167597305	0.2640559730131146	1027056	120463	1067212	0.4637384856219559	0.05439170716443668	0.48186980721360745
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3	9	0.11572918857398519	0.21406595409486642	893262	104668	902962	0.46991728093968516	0.05506257062473828	0.47502014843557655
B33: Sicilian Defense: Lasker-Pelikan Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e5	10	0.11572918857398519	0.21406595409486642	450683	55519	445760	0.47342540983778764	0.05832060523424255	0.4682539849279698
B33: Sicilian Defense: Lasker-Pelikan Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e5,d4b5	11	0.07092731847289842	0.1311952869226672	289045	35385	259002	0.4954219172071467	0.060649741529432734	0.44392834126342057
B33: Sicilian Defense: Lasker-Pelikan Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e5,d4c6	11	0.015886410281577664	0.029385322890208804	58190	7570	64918	0.445293010300127	0.05792864904574603	0.49677834065412696
B56: Sicilian Defense: Classical Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6	10	0.11572918857398519	0.21406595409486642	608686	65636	604011	0.47615605636403036	0.05134499383181065	0.472498949804159
B56: Sicilian Defense: Classical Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,c1e3	11	0.026737251847425564	0.04945628148887306	138521	13485	143331	0.46902690824380283	0.04565970399916028	0.48531338775703686
B56: Sicilian Defense: Classical Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d6,c1g5	11	0.023255960026418027	0.04301688565166633	125299	14082	117502	0.4877668043428331	0.054818730706196986	0.4574144649509699
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e6	10	0.11572918857398519	0.21406595409486642	456437	54131	504174	0.44980596052986865	0.05334459399532098	0.49684944547481036
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e6,c1e3	11	0.026225313343281244	0.048509341432713474	99388	11352	119210	0.4322156990650141	0.049367253750815396	0.5184170471841705
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,e7e6,d4c6	11	0.023246382338599762	0.04299916966397037	93658	11061	99111	0.45949075209733603	0.05426580974341363	0.48624343815925036
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6	10	0.11572918857398519	0.21406595409486642	100379	11095	102412	0.4693107543270714	0.05187342790084438	0.4788158177720842
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3	11	0.050214821660177364	0.09288308196784305	43419	5109	44277	0.4678519476321319	0.055050913205107486	0.47709713916276064
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,d4c6	11	0.017563419116312238	0.03248731038926982	16551	1668	14241	0.5098890942698706	0.051386321626617375	0.438724584103512
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6	10	0.11572918857398519	0.21406595409486642	53788	5231	47448	0.5052081865742437	0.04913259507640865	0.4456592183493477
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6	10	0.11572918857398519	0.21406595409486642	6963	610	7671	0.4567698766727893	0.040015743899239044	0.5032143794279716
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3	11	0.055123959474921706	0.10196358519304809	18392	2062	18228	0.4754666253037588	0.05330644744325526	0.47122692725298587
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,e7e6	12	0.055123959474921706	0.10196358519304809	18330	2092	18654	0.46908588391851774	0.05353669771726891	0.4773774183642133
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,e7e6,c1e3	13	0.03167695030221535	0.05859331317202106	10154	1211	11090	0.45219327543976845	0.05393008238699622	0.49387664217323535
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,e7e6,f1d3	13	0.00995520989903067	0.018414295749496885	3509	366	3182	0.4972367861697605	0.05186339804449483	0.4508998157857447
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,d7d6	12	0.055123959474921706	0.10196358519304809	1015	68	690	0.5724760293288212	0.03835307388606881	0.38917089678510997
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,e7e5	12	0.055123959474921706	0.10196358519304809	743	52	521	0.5645896656534954	0.03951367781155015	0.3958966565349544
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,a7a6	12	0.055123959474921706	0.10196358519304809	407	19	277	0.5789473684210527	0.02702702702702703	0.3940256045519203
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,g7g6	12	0.055123959474921706	0.10196358519304809	345	23	235	0.572139303482587	0.03814262023217247	0.38971807628524047
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,b6b4	12	0.055123959474921706	0.10196358519304809	110	5	60	0.6285714285714286	0.02857142857142857	0.34285714285714286
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,a7a5	12	0.055123959474921706	0.10196358519304809	63	2	48	0.5575221238938053	0.017699115044247787	0.4247787610619469
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,b6d8	12	0.055123959474921706	0.10196358519304809	39	4	47	0.43333333333333335	0.044444444444444446	0.5222222222222223
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,b6c7	12	0.055123959474921706	0.10196358519304809	46	3	39	0.5227272727272727	0.03409090909090909	0.4431818181818182
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4b3,f6g4	12	0.055123959474921706	0.10196358519304809	31	0	14	0.6888888888888889	0.0	0.3111111111111111
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8b6,d4c6	11	0.03552196755035927	0.06570549719298609	2158	196	2325	0.46120966018379994	0.04188929258388545	0.4969010472323146
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,c6d4	10	0.11572918857398519	0.21406595409486642	6927	547	4716	0.5682526661197703	0.04487284659557014	0.38687448728465956
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8a5	10	0.11572918857398519	0.21406595409486642	5579	435	5945	0.466510577807509	0.03637427878585166	0.49711514340663937
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8a5,d4c6	11	0.03955056390182102	0.07315725013677725	1987	187	1913	0.4861756789821385	0.04575483239540005	0.46806948862246145
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d8a5,d4b3	11	0.027647653796795357	0.05114026514332581	1632	115	1110	0.5712285614280714	0.04025201260063003	0.38851942597129857
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,h7h5	10	0.11572918857398519	0.21406595409486642	3203	353	3841	0.433013383804245	0.047722049479518726	0.5192645667162363
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,h7h5,c1g5	11	0.022826671100371013	0.0422228237156158	599	68	792	0.4105551747772447	0.04660726525017135	0.542837559972584
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,h7h5,c1e3	11	0.017960944772601732	0.03322261934580325	398	52	698	0.34668989547038326	0.04529616724738676	0.60801393728223
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d5	10	0.11572918857398519	0.21406595409486642	3650	374	3278	0.49986305121884417	0.051218844152287044	0.44891810462886883
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d5,e4d5	11	0.052808772436115946	0.09768115023885167	1640	186	1506	0.4921968787515006	0.05582232893157263	0.4519807923169268
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,b1c3,d7d5,d4c6	11	0.03399604348003262	0.06288297336804827	976	97	1072	0.455011655011655	0.04522144522144522	0.49976689976689975
B33: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g8f6,d4c6	9	0.020824907503735994	0.038520132635982925	143259	16482	163341	0.4434137463554144	0.05101491262280164	0.5055713410217839
B32: Sicilian Defense: Accelerated Dragon	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6	8	0.14275499167597305	0.2640559730131146	976449	112732	1008265	0.4655419019130886	0.05374727168184545	0.48071082640506596
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3	9	0.067750711052377	0.1253194702282122	601695	65122	595887	0.4765131020413335	0.05157344872590884	0.47191344923275763
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,f8g7	10	0.067750711052377	0.1253194702282122	818121	90405	821969	0.47276704064443986	0.05224227749863478	0.47499068185692533
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,f8g7,c1e3	11	0.05062196633583107	0.0936361833636308	622207	69783	601001	0.4812152598123266	0.0539702132497442	0.4648145269379292
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,f8g7,d4c6	11	0.011659655046637232	0.021567032593335624	130740	13898	153174	0.4390017863618659	0.04666702483445932	0.5143311888036748
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,g8f6	10	0.067750711052377	0.1253194702282122	100379	11095	102412	0.4693107543270714	0.05187342790084438	0.4788158177720842
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,g8f6,c1e3	11	0.02939699063620736	0.05437603879884252	43419	5109	44277	0.4678519476321319	0.055050913205107486	0.47709713916276064
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,g8f6,d4c6	11	0.010282057174196335	0.01901886988212304	16551	1668	14241	0.5098890942698706	0.051386321626617375	0.438724584103512
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,a7a6	10	0.067750711052377	0.1253194702282122	5254	420	3868	0.5506183190106896	0.04401592957451268	0.40536575141479775
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,c6d4	10	0.067750711052377	0.1253194702282122	2633	175	1932	0.5554852320675105	0.03691983122362869	0.40759493670886077
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,d7d6	10	0.067750711052377	0.1253194702282122	2039	187	1697	0.5197552893193984	0.04766760132551619	0.4325771093550854
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,e7e5	10	0.067750711052377	0.1253194702282122	1692	104	1082	0.5879082696316886	0.03613620569840167	0.37595552466990967
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,d8b6	10	0.067750711052377	0.1253194702282122	1041	73	1161	0.4575824175824176	0.03208791208791209	0.5103296703296704
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,d8b6,d4c6	11	0.03228209704649524	0.059712661858189894	478	44	562	0.44095940959409596	0.04059040590405904	0.518450184501845
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,d8b6,c1e3	11	0.016021926393924756	0.02963598900341897	231	10	297	0.42936802973977695	0.01858736059479554	0.5520446096654275
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,e7e6	10	0.067750711052377	0.1253194702282122	722	50	530	0.554531490015361	0.03840245775729647	0.40706605222734255
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,d8c7	10	0.067750711052377	0.1253194702282122	136	4	88	0.5964912280701754	0.017543859649122806	0.38596491228070173
B34: Sicilian Defense: Accelerated Dragon, Modern Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,b1c3,b7b6	10	0.067750711052377	0.1253194702282122	112	9	83	0.5490196078431373	0.04411764705882353	0.4068627450980392
B32: Sicilian Defense: Accelerated Dragon	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,g7g6,d4c6	9	0.02620000981226253	0.04846253712537983	172149	18721	194077	0.4472018225885641	0.04863266891286333	0.5041655084985726
B44: Sicilian Defense: Taimanov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6	8	0.14275499167597305	0.2640559730131146	1092694	109411	1093968	0.47589689003790386	0.047651359516879474	0.4764517504452167
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3	9	0.07424975805610885	0.13734085147786848	830090	79815	805420	0.48392578665850494	0.04653054085960386	0.46954367248189116
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,g8f6	10	0.07424975805610885	0.13734085147786848	456437	54131	504174	0.44980596052986865	0.05334459399532098	0.49684944547481036
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,g8f6,c1e3	11	0.01682568757871679	0.031122717693104117	99388	11352	119210	0.4322156990650141	0.049367253750815396	0.5184170471841705
B40: Sicilian Defense: Four Knights Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,g8f6,d4c6	11	0.014914459226657285	0.02758749096492895	93658	11061	99111	0.45949075209733603	0.05426580974341363	0.48624343815925036
B46: Sicilian Defense: Taimanov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,a7a6	10	0.07424975805610885	0.13734085147786848	271913	25293	265704	0.48304879998578815	0.04493258247321952	0.47201861754099234
B46: Sicilian Defense: Taimanov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,a7a6,c1e3	11	0.03173055648011137	0.05869246929467333	117490	10863	112206	0.4884040921354013	0.0451573210730008	0.4664385867915979
B46: Sicilian Defense: Taimanov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,a7a6,d4c6	11	0.013640529089652671	0.025231083963476956	49632	4768	49013	0.4799396594238635	0.04610638894529701	0.4739539516308395
B47: Sicilian Defense: Taimanov Variation, Bastrikov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d8c7	10	0.07424975805610885	0.13734085147786848	144247	17801	159067	0.4492066705074506	0.0554349687806549	0.4953583607118945
B47: Sicilian Defense: Taimanov Variation, Bastrikov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d8c7,c1e3	11	0.031234079902767668	0.0577741293881692	60664	7541	66876	0.44909350685884764	0.05582576380097867	0.49508072934017366
B47: Sicilian Defense: Taimanov Variation, Bastrikov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d8c7,d4b5	11	0.009178006778011394	0.01697669189452699	17671	1854	20168	0.4451918474290177	0.04670848764265739	0.5080996649283249
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8c5	10	0.07424975805610885	0.13734085147786848	90375	7790	84181	0.49562370438616693	0.042720980992179705	0.4616553146216533
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8c5,c1e3	11	0.03459296170827288	0.06398710164907548	41773	3994	39188	0.49170737449237834	0.047013124595374024	0.4612795009122477
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8c5,d4c6	11	0.019458464612479978	0.03599260345482161	22629	1985	23173	0.47353882855169815	0.041538493732605104	0.48492267771569675
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8b4	10	0.07424975805610885	0.13734085147786848	77156	6644	72638	0.49320497577314976	0.042470499495007606	0.46432452473184266
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8b4,d4c6	11	0.028146352882569246	0.052062716055821204	30076	2788	26438	0.507166706013288	0.04701359144716873	0.44581970253954334
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,f8b4,c1e3	11	0.012346956660604303	0.022838344330311504	12625	1114	12275	0.4853155992926885	0.0428230952564004	0.47186130545091104
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,c6d4	10	0.07424975805610885	0.13734085147786848	51931	3913	37718	0.5550437143284667	0.041822534789765074	0.4031337508817682
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d7d5	10	0.07424975805610885	0.13734085147786848	27411	2311	22790	0.5219949725776966	0.04400898842169409	0.4339960390006094
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d7d6	10	0.07424975805610885	0.13734085147786848	62956	5675	55675	0.5064598651714318	0.04565346805463936	0.44788666677392885
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d7d6,c1e3	11	0.03003057644867447	0.05554799164080025	26884	2215	21177	0.5347282997851858	0.0440568064285146	0.4212148937862996
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,d7d6,f1b5	11	0.012969486562774857	0.02398984689507311	10120	1045	10548	0.46608022843457836	0.048127849675309725	0.4857919218901119
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,g8e7	10	0.07424975805610885	0.13734085147786848	19898	1579	15984	0.5311657457088705	0.04215050318998425	0.4266837511011452
B45: Sicilian Defense: Taimanov Variation, Normal Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,b1c3,g7g6	10	0.07424975805610885	0.13734085147786848	17048	1276	13422	0.537012537012537	0.040194040194040194	0.4227934227934228
B44: Sicilian Defense: Taimanov Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,e7e6,d4c6	9	0.02621081107429874	0.048482516376005376	192135	20802	208638	0.4557552037004092	0.04934353317914962	0.4949012631204412
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d7d6	8	0.14275499167597305	0.2640559730131146	733868	67129	648971	0.506127031768977	0.04629688379329751	0.4475760844377255
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d7d6,b1c3	9	0.07818853602931751	0.1446264660682078	414284	35367	344513	0.5216605134455855	0.04453362277816673	0.43380586377624775
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d7d6,d4c6	9	0.018240552417575787	0.03373981365115626	85504	9281	90485	0.46151022831543154	0.050094456738813624	0.48839531494575483
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,c6d4	8	0.14275499167597305	0.2640559730131146	295458	25155	219826	0.5466999975945481	0.04654549357096731	0.40675450883448455
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,a7a6	8	0.14275499167597305	0.2640559730131146	147191	13169	131459	0.5043914207094123	0.045127287805112076	0.4504812914854756
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,a7a6,b1c3	9	0.07517972657965002	0.13906102770759093	78367	6770	68545	0.5099295948777346	0.0440520034877214	0.44601840163454404
B32: Sicilian Defense: Open	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,a7a6,d4c6	9	0.021485233087663026	0.03974154641999319	21243	2056	20621	0.48367486338797816	0.04681238615664845	0.4695127504553734
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6	8	0.14275499167597305	0.2640559730131146	90948	8861	99256	0.4568758948082285	0.04451309873659357	0.498611006455178
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6	9	0.05486886154327506	0.10149172685896278	35111	3527	37854	0.4590153218637243	0.046109397061130576	0.4948752810751451
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,b7c6	10	0.05486886154327506	0.10149172685896278	19137	1886	21927	0.44556461001164144	0.04391152502910361	0.510523864959255
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,b7c6,b1c3	11	0.032806341430298105	0.06068236427795493	11368	1110	13202	0.4426791277258567	0.04322429906542056	0.5140965732087227
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,b7c6,f1d3	11	0.01248506132392147	0.02309379852369367	4461	436	4876	0.4564616801391589	0.04461270848255398	0.4989256113782871
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,d7c6	10	0.05486886154327506	0.10149172685896278	9372	1096	10699	0.4427646808711674	0.051778712146265414	0.5054566069825672
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,d7c6,b1c3	11	0.03197724174412251	0.05914876659574644	5370	637	6329	0.4353112840466926	0.05163748378728923	0.5130512321660181
B32: Sicilian Defense: Godiva Variation	e2e4,c7c5,g1f3,b8c6,d2d4,c5d4,f3d4,d8b6,d4c6,d7c6,f1d3	11	0.012525456558657585	0.02316851817369056	2247	255	2330	0.4650248344370861	0.05277317880794702	0.4822019867549669
