Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx
B02: Alekhine Defense: Two Pawns Attack	e2e4,g8f6,e4e5,f6d5,c2c4,d5e3	6	0.0913561350803675	0.1689827644984839	825	56	1673	0.3230227094753328	0.0219263899765074	0.6550509005481597	1. e4 Nf6 2. e5 Nd5 3. c4 Ne3	rnbqkb1r/pppppppp/8/4P3/2P5/4n3/PP1P1PPP/RNBQKBNR w KQkq - 1 4	3
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,b1c3,c8g4	6	0.0812922623678612	0.1503674735711246	1337	117	2546	0.33425	0.02925	0.6365	1. e4 d5 2. exd5 c6 3. Nc3 Bg4	rn1qkbnr/pp2pppp/2p5/3P4/6b1/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4	4
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,d5c6,d8c7,c6b7,c8b7,g1f3,b8c6	10	0.075551202457905	0.1397481520128913	274	29	474	0.3526383526383526	0.0373230373230373	0.61003861003861	1. e4 d5 2. exd5 c6 3. dxc6 Qc7 4. cxb7 Bxb7 5. Nf3 Nc6	r3kbnr/pbq1pppp/2n5/8/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 6	5
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,d5c6,d8c7,c6b7,c8b7,g1f3	9	0.075551202457905	0.1397481520128913	462	42	725	0.3759153783563873	0.0341741253051261	0.5899104963384866	1. e4 d5 2. exd5 c6 3. dxc6 Qc7 4. cxb7 Bxb7 5. Nf3	rn2kbnr/pbq1pppp/8/8/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 5	5
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,d5c6,d8c7,c6b7,c8b7	8	0.127742391137125	0.2362869486434403	797	59	1222	0.3835418671799807	0.0283926852743022	0.588065447545717	1. e4 d5 2. exd5 c6 3. dxc6 Qc7 4. cxb7 Bxb7	rn2kbnr/pbq1pppp/8/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 5	5
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,d5c6,d8c7,c6b7	7	0.127742391137125	0.2362869486434403	822	59	1227	0.3899430740037951	0.027988614800759	0.5820683111954459	1. e4 d5 2. exd5 c6 3. dxc6 Qc7 4. cxb7	rnb1kbnr/pPq1pppp/8/8/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 4	5
B01: Scandinavian Defense: Blackburne-Kloosterboer Gambit	e2e4,d7d5,e4d5,c7c6,d5c6,d8c7	6	0.2056725215936443	0.3804354381858807	1426	88	1880	0.4201532115497937	0.0259281084266352	0.553918680023571	1. e4 d5 2. exd5 c6 3. dxc6 Qc7	rnb1kbnr/ppq1pppp/2P5/8/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 4	5
B40: Sicilian Defense: French Variation	e2e4,c7c5,g1f3,e7e6,d2d4,d8b6,d4c5	7	0.0637500017705667	0.1179193004005338	3869	338	6562	0.3592719843996657	0.0313863868511468	0.6093416287491875	1. e4 c5 2. Nf3 e6 3. d4 Qb6 4. dxc5	rnb1kbnr/pp1p1ppp/1q2p3/2P5/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4	6
B40: Sicilian Defense: French Variation	e2e4,c7c5,g1f3,e7e6,d2d4,d8b6,d4c5,f8c5	8	0.0637500017705667	0.1179193004005338	18879	1615	26567	0.4011601963409192	0.034317162831219	0.5645226408278617	1. e4 c5 2. Nf3 e6 3. d4 Qb6 4. dxc5 Bxc5	rnb1k1nr/pp1p1ppp/1q2p3/2b5/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 5	6
B13: Caro-Kann Defense: Exchange Variation	e2e4,c7c6,d2d4,d7d5,e4d5,c8g4	6	0.0782114765072586	0.1446688994020828	1469	111	2422	0.3670664667666167	0.0277361319340329	0.6051974012993503	1. e4 c6 2. d4 d5 3. exd5 Bg4	rn1qkbnr/pp2pppp/2p5/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq - 1 4	7
B28: Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line	e2e4,c7c5,g1f3,a7a6,d2d4,c5d4,f3d4,e7e5,d4f3,f8e7	10	0.0632411615705478	0.1169780913223311	262	21	418	0.3737517831669044	0.0299572039942938	0.5962910128388017	1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 e5 5. Nf3 Be7	rnbqk1nr/1p1pbppp/p7/4p3/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 6	8
B40: Sicilian Defense: Kveinis Variation	e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,d8b6,b1c3	9	0.0739841269701742	0.1368495098159377	12977	1836	21506	0.3573060932294391	0.0505520526446212	0.5921418541259396	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Qb6 5. Nc3	rnb1kbnr/pp1p1ppp/1q2p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5	9
