Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx
B06: Modern Defense	d2d4,g7g6,e2e4,f8g7,c1h6,d7d6	6	0.0102222480342406	0.1933066317336883	9336	189	957	0.8906697195191757	0.0180309101316542	0.09129937034917	1. d4 g6 2. e4 Bg7 3. Bh6 d6	rnbqk1nr/ppp1ppbp/3p2pB/8/3PP3/8/PPP2PPP/RN1QKBNR w KQkq - 0 4	1
B06: Modern Defense	d2d4,g7g6,e2e4,f8g7,c1h6,d7d6,h6g7	7	0.0102222480342406	0.1933066317336883	4953	187	937	0.8150403159453677	0.0307717623827546	0.1541879216718775	1. d4 g6 2. e4 Bg7 3. Bh6 d6 4. Bxg7	rnbqk1nr/ppp1ppBp/3p2p1/8/3PP3/8/PPP2PPP/RN1QKBNR b KQkq - 0 4	1
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,c1h6,f8g7	6	0.0359843777428672	0.2744297252769022	728	30	174	0.7811158798283262	0.0321888412017167	0.186695278969957	1. d3 Nf6 2. g3 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQkq - 2 4	1
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,d2d3,g7g6,c1h6,f8g7	6	0.0292817662467072	0.2743986687342246	728	30	174	0.7811158798283262	0.0321888412017167	0.186695278969957	1. g3 Nf6 2. d3 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQkq - 2 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,g2g3	11	0.0102248913275409	0.1523848186193226	627	36	154	0.7674418604651163	0.04406364749082	0.1884944920440636	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. g3	rnbqk1r1/pppp1p1p/5pp1/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQq - 0 6	1
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6	9	0.0327453400422145	0.249727666158266	532	28	144	0.7556818181818182	0.0397727272727272	0.2045454545454545	1. d3 Nf6 2. g3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6	rnbqk1r1/pppppp1p/5Bp1/8/8/3P2P1/PPP1PP1P/RN1QKBNR b KQq - 0 5	1
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6	9	0.0266460462269666	0.2496994050873708	532	28	144	0.7556818181818182	0.0397727272727272	0.2045454545454545	1. g3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6	rnbqk1r1/pppppp1p/5Bp1/8/8/3P2P1/PPP1PP1P/RN1QKBNR b KQq - 0 5	1
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,c1h6,f8g7,h6g7,h8g8	8	0.0327453400422145	0.249727666158266	557	28	153	0.7547425474254743	0.037940379403794	0.2073170731707317	1. d3 Nf6 2. g3 g6 3. Bh6 Bg7 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQq - 1 5	1
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8	8	0.0266460462269666	0.2496994050873708	557	28	153	0.7547425474254743	0.037940379403794	0.2073170731707317	1. g3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQq - 1 5	1
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6	10	0.0313034287619466	0.2387311354041378	508	28	138	0.7537091988130564	0.0415430267062314	0.2047477744807121	1. d3 Nf6 2. g3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6	rnbqk1r1/pppp1p1p/5pp1/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQq - 0 6	1
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6	10	0.0254727118050405	0.2387041187838076	508	28	138	0.7537091988130564	0.0415430267062314	0.2047477744807121	1. g3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6	rnbqk1r1/pppp1p1p/5pp1/8/8/3P2P1/PPP1PP1P/RN1QKBNR w KQq - 0 6	1
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,g2g3	11	0.0451837726434799	0.2288188691127453	632	38	171	0.751486325802616	0.0451843043995243	0.2033293697978596	1. Nf3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. g3	rnbqk1r1/pppp1p1p/5pp1/8/8/3P1NP1/PPP1PP1P/RN1QKB1R b KQq - 0 6	1
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,g2g3	11	0.0299898359469405	0.2287132071263787	632	38	171	0.751486325802616	0.0451843043995243	0.2033293697978596	1. d3 Nf6 2. Nf3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. g3	rnbqk1r1/pppp1p1p/5pp1/8/8/3P1NP1/PPP1PP1P/RN1QKB1R b KQq - 0 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d3,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,g2g3	11	0.0150065482722665	0.2236473780813682	632	38	171	0.751486325802616	0.0451843043995243	0.2033293697978596	1. Nf3 g6 2. d3 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. g3	rnbqk1r1/pppp1p1p/5pp1/8/8/3P1NP1/PPP1PP1P/RN1QKB1R b KQq - 0 6	1
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,c1h6,f8g7,h6g7	7	0.0359843777428672	0.2744297252769022	608	30	173	0.749691738594328	0.0369913686806411	0.2133168927250308	1. d3 Nf6 2. g3 g6 3. Bh6 Bg7 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/8/3P2P1/PPP1PP1P/RN1QKBNR b KQkq - 0 4	1
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7	7	0.0292817662467072	0.2743986687342246	608	30	173	0.749691738594328	0.0369913686806411	0.2133168927250308	1. g3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/8/3P2P1/PPP1PP1P/RN1QKBNR b KQkq - 0 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6	6	0.0118943924997833	0.1772659273927392	15125	671	5089	0.7242039741441226	0.0321283217620301	0.2436677040938472	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6	rnbqk2r/ppppppbp/5npB/8/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 3 4	1
A00: Hungarian Opening: Symmetrical Variation	g2g3,g7g6,g1f3,f8g7,d2d4,d7d6,c1h6	7	0.0265116267145613	0.299055278919082	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. g3 g6 2. Nf3 Bg7 3. d4 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A00: Hungarian Opening: Symmetrical Variation	g2g3,g7g6,d2d4,f8g7,g1f3,d7d6,c1h6	7	0.0260742448018734	0.2941215428152467	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. g3 g6 2. d4 Bg7 3. Nf3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,g2g3,f8g7,d2d4,d7d6,c1h6	7	0.0200643906994625	0.2990260179303186	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. Nf3 g6 2. g3 Bg7 3. d4 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,g2g3,d7d6,c1h6	7	0.0198994069487835	0.2965672124411463	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. Nf3 g6 2. d4 Bg7 3. g3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,g1f3,f8g7,g2g3,d7d6,c1h6	7	0.0156826272382295	0.2965644971636959	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. d4 g6 2. Nf3 Bg7 3. g3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,g2g3,f8g7,g1f3,d7d6,c1h6	7	0.0155519604587974	0.2940935382389175	648	15	269	0.6952789699570815	0.0160944206008583	0.2886266094420601	1. d4 g6 2. g3 Bg7 3. Nf3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/5NP1/PPP1PP1P/RN1QKB1R b KQkq - 1 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,c2c4	11	0.0102248913275409	0.1523848186193226	1831	94	725	0.6909433962264151	0.0354716981132075	0.2735849056603773	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. c4	rnbqk1r1/pppp1p1p/5pp1/8/2PP4/5N2/PP2PPPP/RN1QKB1R b KQq - 0 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6	9	0.0108296404616062	0.1613975879635319	10944	584	4374	0.6882153188278204	0.0367249402590869	0.2750597409130927	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6	rnbqk1r1/pppppp1p/5Bp1/8/3P4/5N2/PPP1PPPP/RN1QKB1R b KQq - 0 5	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7	7	0.0118943924997833	0.1772659273927392	12577	665	5045	0.6877563296330726	0.0363646306119101	0.2758790397550172	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 0 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8	8	0.0108296404616062	0.1613975879635319	11409	602	4634	0.685431060378492	0.0361670171222589	0.278401922499249	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/3P4/5N2/PPP1PPPP/RN1QKB1R w KQq - 1 5	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,c2c3,f8g7,c1h6,g8f6	6	0.0110221903710888	0.2084338481932532	2009	100	826	0.6844974446337309	0.0340715502555366	0.2814310051107325	1. d4 g6 2. c3 Bg7 3. Bh6 Nf6	rnbqk2r/ppppppbp/5npB/8/3P4/2P5/PP2PPPP/RN1QKBNR w KQkq - 3 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,h2h4	11	0.0102248913275409	0.1523848186193226	481	33	189	0.6842105263157895	0.0469416785206258	0.2688477951635846	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. h4	rnbqk1r1/pppp1p1p/5pp1/8/3P3P/5N2/PPP1PPP1/RN1QKB1R b KQq - 0 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6	10	0.0102248913275409	0.1523848186193226	10233	557	4218	0.6818363539445629	0.037113539445629	0.2810501066098081	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6	rnbqk1r1/pppp1p1p/5pp1/8/3P4/5N2/PPP1PPPP/RN1QKB1R w KQq - 0 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,e2e3	11	0.0102248913275409	0.1523848186193226	4588	250	1905	0.680409313362005	0.0370754856888625	0.2825152009491324	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. e3	rnbqk1r1/pppp1p1p/5pp1/8/3P4/4PN2/PPP2PPP/RN1QKB1R b KQq - 0 6	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,c2c3,f8g7,c1h6,g8f6,h6g7	7	0.0110221903710888	0.2084338481932532	1789	99	817	0.6613678373382624	0.0365988909426987	0.3020332717190388	1. d4 g6 2. c3 Bg7 3. Bh6 Nf6 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/3P4/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 4	1
A45: Indian Defense	d2d4,g8f6,b1c3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,g1f3	11	0.0285039077494731	0.1128867090245095	1673	96	764	0.6604816423213581	0.0378997236478484	0.3016186340307935	1. d4 Nf6 2. Nc3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nf3	rnbqk1r1/pppp1p1p/5pp1/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,g1f3	11	0.0184825259477852	0.1128546947485572	1673	96	764	0.6604816423213581	0.0378997236478484	0.3016186340307935	1. Nc3 Nf6 2. d4 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nf3	rnbqk1r1/pppp1p1p/5pp1/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,b1c3	11	0.0102248913275409	0.1523848186193226	1673	96	764	0.6604816423213581	0.0378997236478484	0.3016186340307935	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nc3	rnbqk1r1/pppp1p1p/5pp1/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A48: East Indian Defense	d2d4,g8f6,g1f3,g7g6,b1c3,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.0359224549914974	0.1422670799987475	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. d4 Nf6 2. Nf3 g6 3. Nc3 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A48: East Indian Defense	g1f3,g8f6,d2d4,g7g6,b1c3,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.0280930826440694	0.1422684965071074	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. Nf3 Nf6 2. d4 g6 3. Nc3 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A05: Zukertort Opening	g1f3,g8f6,b1c3,g7g6,d2d4,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.027501847838022	0.1392743755697672	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. Nf3 Nf6 2. Nc3 g6 3. d4 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A45: Indian Defense	d2d4,g8f6,b1c3,g7g6,g1f3,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.0269078320592588	0.1065656202248291	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. d4 Nf6 2. Nc3 g6 3. Nf3 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A00: Van Geet Opening	b1c3,g8f6,g1f3,g7g6,d2d4,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.0228084377335749	0.1392688037006387	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. Nc3 Nf6 2. Nf3 g6 3. d4 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,g1f3,f8g7,c1h6,e8h8,h6g7,g8g7,h2h4	11	0.0174534871911158	0.1065713623135617	730	46	334	0.6576576576576577	0.0414414414414414	0.3009009009009009	1. Nc3 Nf6 2. d4 g6 3. Nf3 Bg7 4. Bh6 O-O 5. Bxg7 Kxg7 6. h4	rnbq1r2/ppppppkp/5np1/8/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,e2e4	11	0.0102248913275409	0.1523848186193226	1595	89	773	0.6491656491656491	0.0362230362230362	0.3146113146113146	1. Nf3 g6 2. d4 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. e4	rnbqk1r1/pppp1p1p/5pp1/8/3PP3/5N2/PPP2PPP/RN1QKB1R b KQq - 0 6	1
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,c1h6,f8g7	6	0.0541246806179114	0.2740972584958804	3517	200	1729	0.6457950789570327	0.0367242012486228	0.3174807197943444	1. Nf3 Nf6 2. d3 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d3,f8g7,c1h6,g8f6	6	0.0179760251279261	0.2679024393381209	3517	200	1729	0.6457950789570327	0.0367242012486228	0.3174807197943444	1. Nf3 g6 2. d3 Bg7 3. Bh6 Nf6	rnbqk2r/ppppppbp/5npB/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQkq - 3 4	1
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,c1h6,f8g7	6	0.0359312188978402	0.2740243169260601	3518	200	1730	0.645741556534508	0.0367107195301027	0.3175477239353891	1. d3 Nf6 2. Nf3 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4	1
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,c1h6,f8g7	6	0.0226951099052639	0.138576821581599	3188	179	1606	0.6410617333601448	0.0359943695958174	0.3229438970440378	1. Nc3 Nf6 2. d4 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 2 4	1
A45: Indian Defense	d2d4,g8f6,b1c3,g7g6,c1h6,f8g7	6	0.0350005903376704	0.1386161326321193	3187	179	1606	0.6409895414320194	0.0360016090104585	0.3230088495575221	1. d4 Nf6 2. Nc3 g6 3. Bh6 Bg7	rnbqk2r/ppppppbp/5npB/8/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 2 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,b1c3,f8g7,c1h6,g8f6	6	0.0120550138534375	0.2279649364508963	3187	179	1606	0.6409895414320194	0.0360016090104585	0.3230088495575221	1. d4 g6 2. Nc3 Bg7 3. Bh6 Nf6	rnbqk2r/ppppppbp/5npB/8/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 4 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,b1c3,d7d6,c1h6	7	0.0172373800355025	0.2568941757950302	891	42	462	0.6387096774193548	0.0301075268817204	0.3311827956989247	1. Nf3 g6 2. d4 Bg7 3. Nc3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,b1c3,f8g7,d2d4,d7d6,c1h6	7	0.0170334194804165	0.2538544865507484	891	42	462	0.6387096774193548	0.0301075268817204	0.3311827956989247	1. Nf3 g6 2. Nc3 Bg7 3. d4 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,g1f3,f8g7,b1c3,d7d6,c1h6	7	0.0135840739574287	0.2568800495875403	891	42	462	0.6387096774193548	0.0301075268817204	0.3311827956989247	1. d4 g6 2. Nf3 Bg7 3. Nc3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,b1c3,f8g7,g1f3,d7d6,c1h6	7	0.0134621846130664	0.2545750753270868	891	42	462	0.6387096774193548	0.0301075268817204	0.3311827956989247	1. d4 g6 2. Nc3 Bg7 3. Nf3 d6 4. Bh6	rnbqk1nr/ppp1ppbp/3p2pB/8/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 1 4	1
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,e2e4	11	0.0184825259477852	0.1128546947485572	773	50	389	0.6377887788778878	0.0412541254125412	0.320957095709571	1. Nc3 Nf6 2. d4 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. e4	rnbqk1r1/pppp1p1p/5pp1/8/3PP3/2N5/PPP2PPP/R2QKBNR b KQq - 0 6	1
A45: Indian Defense	d2d4,g8f6,b1c3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,e2e4	11	0.0285039077494731	0.1128867090245095	772	50	389	0.6374896779521056	0.0412881915772089	0.3212221304706854	1. d4 Nf6 2. Nc3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. e4	rnbqk1r1/pppp1p1p/5pp1/8/3PP3/2N5/PPP2PPP/R2QKBNR b KQq - 0 6	1
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,b1c3	11	0.0451837726434799	0.2288188691127453	454	21	248	0.627939142461964	0.0290456431535269	0.343015214384509	1. Nf3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nc3	rnbqk1r1/pppp1p1p/5pp1/8/8/2NP1N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,c1h6,f8g7,h6g7,h8g8,g7f6,e7f6,b1c3	11	0.0299898359469405	0.2287132071263787	454	21	248	0.627939142461964	0.0290456431535269	0.343015214384509	1. d3 Nf6 2. Nf3 g6 3. Bh6 Bg7 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nc3	rnbqk1r1/pppp1p1p/5pp1/8/8/2NP1N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d3,f8g7,c1h6,g8f6,h6g7,h8g8,g7f6,e7f6,b1c3	11	0.0150065482722665	0.2236473780813682	454	21	248	0.627939142461964	0.0290456431535269	0.343015214384509	1. Nf3 g6 2. d3 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8 5. Bxf6 exf6 6. Nc3	rnbqk1r1/pppp1p1p/5pp1/8/8/2NP1N2/PPP1PPPP/R2QKB1R b KQq - 1 6	1
A45: Indian Defense	d2d4,g8f6,b1c3,g7g6,c1h6,f8g7,h6g7	7	0.0350005903376704	0.1386161326321193	2948	179	1599	0.6237833262801523	0.0378755818874312	0.3383410918324164	1. d4 Nf6 2. Nc3 g6 3. Bh6 Bg7 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 4	1
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,c1h6,f8g7,h6g7	7	0.0226951099052639	0.138576821581599	2948	179	1599	0.6237833262801523	0.0378755818874312	0.3383410918324164	1. Nc3 Nf6 2. d4 g6 3. Bh6 Bg7 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 4	1
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,b1c3,f8g7,c1h6,g8f6,h6g7	7	0.0120550138534375	0.2279649364508963	2948	179	1599	0.6237833262801523	0.0378755818874312	0.3383410918324164	1. d4 g6 2. Nc3 Bg7 3. Bh6 Nf6 4. Bxg7	rnbqk2r/ppppppBp/5np1/8/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 4	1
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,c1h6,f8g7,h6g7,h8g8	8	0.0480813764157156	0.2434928633259192	2828	182	1526	0.6234567901234568	0.0401234567901234	0.3364197530864197	1. Nf3 Nf6 2. d3 g6 3. Bh6 Bg7 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQq - 1 5	1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d3,f8g7,c1h6,g8f6,h6g7,h8g8	8	0.0159689077287258	0.2379897281877333	2828	182	1526	0.6234567901234568	0.0401234567901234	0.3364197530864197	1. Nf3 g6 2. d3 Bg7 3. Bh6 Nf6 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQq - 1 5	1
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,c1h6,f8g7,h6g7,h8g8	8	0.0319208811708441	0.2434400481483326	2829	182	1527	0.623402379903041	0.0401057734684883	0.3364918466284707	1. d3 Nf6 2. Nf3 g6 3. Bh6 Bg7 4. Bxg7 Rg8	rnbqk1r1/ppppppBp/5np1/8/8/3P1N2/PPP1PPPP/RN1QKB1R w KQq - 1 5	1
