Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval	analysis_url
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5	9	0.0258604672164332	0.220009171116821	852	29	489	0.621897810218978	0.0211678832116788	0.356934306569343	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5	rnbqkbnr/pp3ppp/2p1p3/1B2N2Q/4p3/8/PPPP1PPP/RNB1K2R b KQkq - 1 5	52	-707	https://lichess.org/FBPYa5af
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,f3e5,f8g7,e5f7,e8f7,e2e4,g8f6,f1c4,e7e6,e4e5,f6d5,d1f3	13	0.0107175282081296	0.159726743270541	416	14	241	0.619970193740686	0.0208643815201192	0.359165424739195	1. Nf3 g6 2. Ne5 Bg7 3. Nxf7 Kxf7 4. e4 Nf6 5. Bc4+ e6 6. e5 Nd5 7. Qf3+	rnbq3r/pppp1kbp/4p1p1/3nP3/2B5/5Q2/PPPP1PPP/RNB1K2R b KQ - 2 7	53	-383	https://lichess.org/h5Qgl6fN
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3,f8a3,b1a3	13	0.0124171443623733	0.105639454072495	362	19	203	0.61986301369863	0.0325342465753424	0.347602739726027	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3 Bxa3 7. Nxa3	rnbqk1nr/pp3ppp/4p3/3pP3/5P2/N7/2PP2PP/R2QKBNR b KQkq - 0 7	54	-75	https://lichess.org/p6IVlsYM
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,e2e4,f8g7,e4e5,f6d5,d1f3	9	0.0282174878169593	0.191870654762309	1789	68	1032	0.619245413637937	0.0235375562478366	0.357217030114226	1. b3 Nf6 2. Bb2 g6 3. e4 Bg7 4. e5 Nd5 5. Qf3	rnbqk2r/ppppppbp/6p1/3nP3/8/1P3Q2/PBPP1PPP/RN2KBNR b KQkq - 2 5	55	-74	https://lichess.org/D3Wr3EUG
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,d1b3	13	0.0184533381923001	0.158046060196622	5213	297	2918	0.618533459895586	0.0352396772662553	0.346226862838159	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Qb3	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	56	-20	https://lichess.org/avfeeGdE
A00: Hungarian Opening	g2g3,e7e6,g1f3,d7d5,e2e4,g8f6,e4e5	7	0.0123611446474568	0.128406593393684	898	50	505	0.618031658637302	0.0344115622849277	0.34755677907777	1. g3 e6 2. Nf3 d5 3. e4 Nf6 4. e5	rnbqkb1r/ppp2ppp/4pn2/3pP3/8/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 4	57	0	https://lichess.org/LGo6R6et
C47: Four Knights Game	e2e4,e7e5,g1f3,b8c6,b1c3,g8f6,f1e2,f8c5,f3e5	9	0.0411402150636438	0.129639996925131	9740	821	5200	0.617981092570268	0.0520906033881098	0.329928304041622	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Be2 Bc5 5. Nxe5	r1bqk2r/pppp1ppp/2n2n2/2b1N3/4P3/2N5/PPPPBPPP/R1BQK2R b KQkq - 0 5	58	67	https://lichess.org/pDDuI6Qt
C00: French Defense: King's Indian Attack	e2e4,e7e6,d2d3,d7d5,b1c3,d5e4,c1g5	7	0.0249544498278308	0.212301184520307	863	34	504	0.61598857958601	0.0242683797287651	0.359743040685225	1. e4 e6 2. d3 d5 3. Nc3 dxe4 4. Bg5	rnbqkbnr/ppp2ppp/4p3/6B1/4p3/2NP4/PPP2PPP/R2QKBNR b KQkq - 1 4	59	-724	https://lichess.org/pdjNN6ra
B12: Caro-Kann Defense: Maróczy Variation, Maróczy Gambit	e2e4,c7c6,d2d4,d7d5,f2f3,d5e4,f3e4,e7e5,g1f3,e5d4,f1c4	11	0.0103089185106851	0.124899840320634	31249	2047	17485	0.61536795258069	0.040310352297119	0.344321695122191	1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4	rnbqkbnr/pp3ppp/2p5/8/2BpP3/5N2/PPP3PP/RNBQK2R b KQkq - 1 6	60	78	https://lichess.org/OMKSJUpq
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b1c3,f8g7,g1f3,e8h8,e2e4,d7d6,e4e5	11	0.0214617524890408	0.145933632686605	656	33	379	0.614232209737828	0.0308988764044943	0.354868913857678	1. b3 Nf6 2. Bb2 g6 3. Nc3 Bg7 4. Nf3 O-O 5. e4 d6 6. e5	rnbq1rk1/ppp1ppbp/3p1np1/4P3/8/1PN2N2/PBPP1PPP/R2QKB1R b KQ - 0 6	61	-116	https://lichess.org/4WzdJHnu
A00: Van Geet Opening	b1c3,g8f6,g2g3,g7g6,f1g2,f8g7,d2d3,e8h8,e2e4,d7d6,h2h4	11	0.0185086557272211	0.113014243735011	1008	90	544	0.613885505481121	0.0548112058465286	0.331303288672351	1. Nc3 Nf6 2. g3 g6 3. Bg2 Bg7 4. d3 O-O 5. e4 d6 6. h4	rnbq1rk1/ppp1ppbp/3p1np1/8/4P2P/2NP2P1/PPP2PB1/R1BQK1NR b KQ - 0 6	62	-60	https://lichess.org/SJQ8hawb
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4e3,d8e7,e3g3	9	0.0178384381600943	0.140407216215641	416	28	234	0.613569321533923	0.0412979351032448	0.345132743362832	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3+ Qe7 5. Qg3	r1b1kbnr/ppppqppp/2n5/8/8/2N3Q1/PPP1PPPP/R1B1KBNR b KQkq - 4 5	63	-44	https://lichess.org/ywqkh1Ru
B12: Caro-Kann Defense: Advance Variation, Tal Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,h2h4,h7h5,c1g5,d8b6,f1d3,f5d3,d1d3	13	0.0156782008784977	0.189952494455118	16134	1278	8897	0.613250218556388	0.0485765327454483	0.338173248698164	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4 h5 5. Bg5 Qb6 6. Bd3 Bxd3 7. Qxd3	rn2kbnr/pp2ppp1/1qp5/3pP1Bp/3P3P/3Q4/PPP2PP1/RN2K1NR b KQkq - 0 7	64	13	https://lichess.org/nvywpk7S
A45: Indian Defense	d2d4,g8f6,c2c3,g7g6,c1f4,f8g7,f4c7	7	0.0699439610316606	0.277005652923103	680	30	399	0.613165013525699	0.0270513976555455	0.359783588818756	1. d4 Nf6 2. c3 g6 3. Bf4 Bg7 4. Bxc7	rnbqk2r/ppBpppbp/5np1/8/3P4/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 4	65	-708	https://lichess.org/vEQbHvkc
D00: Blackmar-Diemer Gambit: von Popiel Gambit	d2d4,d7d5,e2e4,d5e4,b1c3,g8f6,c1g5,c8f5,g5f6,e7f6,d1e2	11	0.0489285343414656	0.137993153722477	2104	106	1222	0.613053613053613	0.0308857808857808	0.356060606060606	1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. Qe2	rn1qkb1r/ppp2ppp/5p2/5b2/3Pp3/2N5/PPP1QPPP/R3KBNR b KQkq - 1 6	66	-76	https://lichess.org/Cvc30HYa
B10: Caro-Kann Defense: Breyer Variation	e2e4,c7c6,d2d3,d7d5,b1d2,d5e4,d3e4,e7e5,f1c4	9	0.0108092471444986	0.130961675653446	2245	179	1238	0.613052976515565	0.0488803932277444	0.33806663025669	1. e4 c6 2. d3 d5 3. Nd2 dxe4 4. dxe4 e5 5. Bc4	rnbqkbnr/pp3ppp/2p5/4p3/2B1P3/8/PPPN1PPP/R1BQK1NR b KQkq - 1 5	67	44	https://lichess.org/VZqOBoOs
C21: Danish Gambit	e2e4,e7e5,d2d4,e5d4,c2c3,d4c3,f1c4,c3b2,c4f7,e8f7,c1b2	11	0.0643160421453716	0.20267107240601	1559	69	918	0.612333071484682	0.0271013354281225	0.360565593087196	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxf7+ Kxf7 6. Bxb2	rnbq1bnr/pppp1kpp/8/8/4P3/8/PB3PPP/RN1QK1NR b KQ - 0 6	68	-454	https://lichess.org/oL6cbOub
A02: Bird Opening: Schlechter Gambit	f2f4,e7e5,f4e5,b8c6,b1c3,c6e5,d2d4	7	0.0121918375483416	0.10862192615187	385	18	226	0.6120826709062	0.0286168521462639	0.359300476947536	1. f4 e5 2. fxe5 Nc6 3. Nc3 Nxe5 4. d4	r1bqkbnr/pppp1ppp/8/4n3/3P4/2N5/PPP1P1PP/R1BQKBNR b KQkq - 0 4	69	63	https://lichess.org/FjOMVBkU
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,f1g2,g7g6,g2b7,f8g7,b7a8,e8h8,a8g2	9	0.0116712971666906	0.109371421722267	1991	140	1130	0.610548911376878	0.0429316160686905	0.346519472554431	1. g3 Nf6 2. Bg2 g6 3. Bxb7 Bg7 4. Bxa8 O-O 5. Bg2	1nbq1rk1/p1ppppbp/5np1/8/8/6P1/PPPPPPBP/RNBQK1NR b KQ - 2 5	70	837	https://lichess.org/dSujtDgQ
A45: Indian Defense	d2d4,g8f6,c2c3,g7g6,h2h3,f8g7,c1f4,e8h8,f4h2	9	0.0379598792965343	0.15033608326327	547	52	297	0.610491071428571	0.0580357142857142	0.331473214285714	1. d4 Nf6 2. c3 g6 3. h3 Bg7 4. Bf4 O-O 5. Bh2	rnbq1rk1/ppppppbp/5np1/8/3P4/2P4P/PP2PPPB/RN1QKBNR b KQ - 4 5	71	-47	https://lichess.org/cKiYze3A
C33: King's Gambit Accepted: Breyer Gambit	e2e4,e7e5,f2f4,e5f4,d1f3,g7g5,h2h4	7	0.0347944082785983	0.109643252357119	519	42	291	0.609154929577465	0.0492957746478873	0.341549295774648	1. e4 e5 2. f4 exf4 3. Qf3 g5 4. h4	rnbqkbnr/pppp1p1p/8/6p1/4Pp1P/5Q2/PPPP2P1/RNB1KBNR b KQkq - 0 4	72	0	https://lichess.org/WdFD8lRG
A02: Bird Opening: From's Gambit, Lasker Variation	f2f4,e7e5,f4e5,d7d6,e5d6,f8d6,g1f3,g7g5,d2d4,g5g4,f3g5,h7h6,g5e4	13	0.016653364548767	0.148371443354935	5477	327	3190	0.608961529908828	0.0363575717144763	0.354680898376696	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. d4 g4 6. Ng5 h6 7. Ne4	rnbqk1nr/ppp2p2/3b3p/8/3PN1p1/8/PPP1P1PP/RNBQKB1R b KQkq - 1 7	73	287	https://lichess.org/c5QTYCuK
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,e2e4,e7e6,h2h4	7	0.0107788740799261	0.160641000375805	4395	222	2605	0.608557186374965	0.0307394073663805	0.360703406258654	1. Nf3 g6 2. d4 Bg7 3. e4 e6 4. h4	rnbqk1nr/pppp1pbp/4p1p1/8/3PP2P/5N2/PPP2PP1/RNBQKB1R b KQkq - 0 4	74	85	https://lichess.org/vcTByFxe
A05: Zukertort Opening: Nimzo-Larsen Variation	g1f3,g8f6,b2b3,g7g6,c1b2,f8g7,h2h4,e8h8,h4h5,f6h5,b2g7,h5g7	12	0.0283672572197491	0.143656966585547	424	36	237	0.60832137733142	0.0516499282639885	0.340028694404591	1. Nf3 Nf6 2. b3 g6 3. Bb2 Bg7 4. h4 O-O 5. h5 Nxh5 6. Bxg7 Nxg7	rnbq1rk1/ppppppnp/6p1/8/8/1P3N2/P1PPPPP1/RN1QKB1R w KQ - 0 7	75	-5	https://lichess.org/Bb6HndBh
C02: French Defense: Advance Variation, Milner-Barry Gambit	e2e4,e7e6,d2d4,d7d5,e4e5,c7c5,c2c3,b8c6,g1f3,d8b6,f1d3,c8d7,d4c5,f8c5,d1e2	15	0.0119687297543518	0.101824545184662	2282	165	1315	0.606592238171186	0.043859649122807	0.349548112706007	1. e4 e6 2. d4 d5 3. e5 c5 4. c3 Nc6 5. Nf3 Qb6 6. Bd3 Bd7 7. dxc5 Bxc5 8. Qe2	r3k1nr/pp1b1ppp/1qn1p3/2bpP3/8/2PB1N2/PP2QPPP/RNB1K2R b KQkq - 1 8	76	48	https://lichess.org/uijKltzb
C21: Center Game: von der Lasa Gambit	e2e4,e7e5,d2d4,e5d4,f1c4,b8c6,c2c3,d4c3,c4f7,e8f7,g1f3	11	0.0441361386612185	0.139080674991026	658	21	407	0.605893186003683	0.0193370165745856	0.374769797421731	1. e4 e5 2. d4 exd4 3. Bc4 Nc6 4. c3 dxc3 5. Bxf7+ Kxf7 6. Nf3	r1bq1bnr/pppp1kpp/2n5/8/4P3/2p2N2/PP3PPP/RNBQK2R b KQ - 1 6	77	-454	https://lichess.org/nMP3ihHn
B10: Caro-Kann Defense: Two Knights Attack	e2e4,c7c6,g1f3,d7d5,b1c3,d5e4,c3e4,g8f6,e4g5,h7h6,g5f7,e8f7,f3e5	13	0.0131768378610031	0.159646712025546	4162	227	2484	0.605557980503419	0.0330277899025171	0.361414229594064	1. e4 c6 2. Nf3 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Neg5 h6 6. Nxf7 Kxf7 7. Ne5+	rnbq1b1r/pp2pkp1/2p2n1p/4N3/8/8/PPPP1PPP/R1BQKB1R b KQ - 1 7	78	-228	https://lichess.org/uTy3KtpH
C21: Center Game: Kieseritzky Variation	e2e4,e7e5,d2d4,e5d4,g1f3,c7c5,c2c3	7	0.0355618532344416	0.112061605337574	37691	2087	22481	0.605390385325816	0.0335212579707351	0.361088356703449	1. e4 e5 2. d4 exd4 3. Nf3 c5 4. c3	rnbqkbnr/pp1p1ppp/8/2p5/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 4	79	4	https://lichess.org/lVtyfyDp
B30: Sicilian Defense: Old Sicilian	g1f3,c7c5,e2e4,b8c6,b2b4,c5b4,d2d4,d7d5,e4d5,d8d5,c2c4	11	0.0109199228820848	0.107361090720802	14247	829	8482	0.604762713303336	0.0351897444604805	0.360047542236183	1. Nf3 c5 2. e4 Nc6 3. b4 cxb4 4. d4 d5 5. exd5 Qxd5 6. c4	r1b1kbnr/pp2pppp/2n5/3q4/1pPP4/5N2/P4PPP/RNBQKB1R b KQkq c3 0 6	80	-50	https://lichess.org/AoGxTwNA
A13: English Opening: Agincourt Defense	c2c4,e7e6,g1f3,d7d5,e2e3,g8f6,d1c2,f8e7,b2b3	9	0.0136290881428114	0.116728131387232	498	43	283	0.604368932038835	0.0521844660194174	0.343446601941748	1. c4 e6 2. Nf3 d5 3. e3 Nf6 4. Qc2 Be7 5. b3	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P2PN2/P1QP1PPP/RNB1KB1R b KQkq - 0 5	81	0	https://lichess.org/E68CTZS1
D00: Blackmar-Diemer Gambit: von Popiel Gambit	d2d4,d7d5,e2e4,d5e4,b1c3,g8f6,c1g5,c8f5,f2f3,e4f3,d1f3	11	0.038162031052172	0.107628382665071	8533	439	5167	0.603508027441828	0.0310488719145625	0.36544310064361	1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. f3 exf3 6. Qxf3	rn1qkb1r/ppp1pppp/5n2/5bB1/3P4/2N2Q2/PPP3PP/R3KBNR b KQkq - 0 6	82	0	https://lichess.org/z67Im9tf
C00: French Defense: Schlechter Variation	e2e4,e7e6,d2d4,d7d5,f1d3,g8f6,e4e5,f6d7,c2c3,c7c5,g1f3,b8c6,f3g5	13	0.0133046562266029	0.113190004028585	356	12	222	0.603389830508475	0.0203389830508474	0.376271186440678	1. e4 e6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. c3 c5 6. Nf3 Nc6 7. Ng5	r1bqkb1r/pp1n1ppp/2n1p3/2ppP1N1/3P4/2PB4/PP3PPP/RNBQK2R b KQkq - 3 7	83	-80	https://lichess.org/roJX4NLz
C47: Four Knights Game: Gunsberg Variation	b1c3,e7e5,g1f3,b8c6,e2e4,g8f6,a2a3,f8c5,f3e5	9	0.0139929842543252	0.110139461093309	10079	857	5777	0.603063483515826	0.0512774486926344	0.345659067791539	1. Nc3 e5 2. Nf3 Nc6 3. e4 Nf6 4. a3 Bc5 5. Nxe5	r1bqk2r/pppp1ppp/2n2n2/2b1N3/4P3/P1N5/1PPP1PPP/R1BQKB1R b KQkq - 0 5	84	75	https://lichess.org/roTEuAQ1
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,g8f6,f1b5	7	0.013834675047136	0.117699164687047	533	13	338	0.602941176470588	0.0147058823529411	0.382352941176471	1. e4 e6 2. Nf3 d5 3. Ne5 Nf6 4. Bb5+	rnbqkb1r/ppp2ppp/4pn2/1B1pN3/4P3/8/PPPP1PPP/RNBQK2R b KQkq - 3 4	85	-195	https://lichess.org/mnrn2Z4e
B15: Caro-Kann Defense: Main Line	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,g8f6,e4g5,h7h6,g5f7,e8f7,g1f3	13	0.0152702623688056	0.185010030833122	8437	441	5127	0.602427704391289	0.0314887540164227	0.366083541592288	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nf6 5. Ng5 h6 6. Nxf7 Kxf7 7. Nf3	rnbq1b1r/pp2pkp1/2p2n1p/8/3P4/5N2/PPP2PPP/R1BQKB1R b KQ - 1 7	86	-244	https://lichess.org/KNcypvMv
A00: Hungarian Opening	g2g3,e7e5,f1g2,d7d5,c2c4,c7c6,d1a4	7	0.0172080180329541	0.120290529000504	1329	77	802	0.601902173913043	0.0348731884057971	0.363224637681159	1. g3 e5 2. Bg2 d5 3. c4 c6 4. Qa4	rnbqkbnr/pp3ppp/2p5/3pp3/Q1P5/6P1/PP1PPPBP/RNB1K1NR b KQkq - 1 4	87	-53	https://lichess.org/b497UanN
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,b1c3,d5c4,e2e4,g8f6,e4e5	7	0.0114745007873381	0.149015861705883	512	22	318	0.60093896713615	0.0258215962441314	0.373239436619718	1. c4 d5 2. Nc3 dxc4 3. e4 Nf6 4. e5	rnbqkb1r/ppp1pppp/5n2/4P3/2p5/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 4	88	-23	https://lichess.org/6y94dQm1
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,g1f3,f8e7,c2c4,e8h8,d1c2	11	0.0149643105257273	0.131055032147248	4759	329	2834	0.600732138348902	0.0415299166877051	0.357737944963393	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. Nf3 Be7 5. c4 O-O 6. Qc2	rnbq1rk1/ppp1bppp/4pn2/3p4/2P5/1P2PN2/PBQP1PPP/RN2KB1R b KQ - 2 6	89	-14	https://lichess.org/6sJvrmNP
A01: Nimzo-Larsen Attack: Modern Variation	b2b3,e7e5,c1b2,b8c6,e2e3,d7d5,f1b5,f8d6,f2f4	9	0.0301276372409702	0.140971392090543	71876	4969	42824	0.600623386173529	0.0415228672421429	0.357853746584328	1. b3 e5 2. Bb2 Nc6 3. e3 d5 4. Bb5 Bd6 5. f4	r1bqk1nr/ppp2ppp/2nb4/1B1pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR b KQkq - 0 5	90	-16	https://lichess.org/neoWdgUO
B01: Scandinavian Defense	e2e4,d7d5,b1c3,d5e4,c3e4,g8f6,e4f6,e7f6,f1d3	9	0.014948561422017	0.151648418786832	1317	82	794	0.600547195622435	0.037391700866393	0.362061103511172	1. e4 d5 2. Nc3 dxe4 3. Nxe4 Nf6 4. Nxf6+ exf6 5. Bd3	rnbqkb1r/ppp2ppp/5p2/8/8/3B4/PPPP1PPP/R1BQK1NR b KQkq - 1 5	91	-40	https://lichess.org/SVWqg4fi
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,f3e5,f8g7,e5f7,e8f7,e2e4,g8f6,f1c4,e7e6,c4b3	11	0.0233335899845566	0.34774793820615	335	10	213	0.600358422939068	0.017921146953405	0.381720430107527	1. Nf3 g6 2. Ne5 Bg7 3. Nxf7 Kxf7 4. e4 Nf6 5. Bc4+ e6 6. Bb3	rnbq3r/pppp1kbp/4pnp1/8/4P3/1B6/PPPP1PPP/RNBQK2R b KQ - 1 6	92	-584	https://lichess.org/UGE0Jawc
A00: Van't Kruijs Opening	e2e3,e7e6,d1f3,d7d5,b2b3,g8f6,c1b2,f8e7,f3g3,e8h8,f1e2	11	0.0158799086245978	0.139073693486515	551	25	342	0.600217864923747	0.0272331154684095	0.372549019607843	1. e3 e6 2. Qf3 d5 3. b3 Nf6 4. Bb2 Be7 5. Qg3 O-O 6. Be2	rnbq1rk1/ppp1bppp/4pn2/3p4/8/1P2P1Q1/PBPPBPPP/RN2K1NR b KQ - 6 6	93	-90	https://lichess.org/tEVYENhP
A00: Hungarian Opening	g2g3,e7e5,f1g2,d7d5,d2d4,e5e4,c2c4,c7c6,c4d5,c6d5,a2a3	11	0.0301506581994426	0.210764459775598	468	38	274	0.6	0.0487179487179487	0.351282051282051	1. g3 e5 2. Bg2 d5 3. d4 e4 4. c4 c6 5. cxd5 cxd5 6. a3	rnbqkbnr/pp3ppp/8/3p4/3Pp3/P5P1/1P2PPBP/RNBQK1NR b KQkq - 0 6	94	-76	https://lichess.org/nUKUSeR5
C00: French Defense: Wing Gambit	e2e4,e7e6,g1f3,d7d5,e4e5,c7c5,b2b4,b8c6,b4c5,f8c5,d2d4	11	0.0142391215962295	0.121140013194633	29349	1525	18042	0.59998773407474	0.031175893368223	0.368836372557036	1. e4 e6 2. Nf3 d5 3. e5 c5 4. b4 Nc6 5. bxc5 Bxc5 6. d4	r1bqk1nr/pp3ppp/2n1p3/2bpP3/3P4/5N2/P1P2PPP/RNBQKB1R b KQkq - 0 6	95	52	https://lichess.org/z8vfYKrP
A40: Horwitz Defense	d2d4,e7e6,c1f4,d7d5,e2e3,f8d6,f4d6,d8d6,d1g4	9	0.0118635605029746	0.120885705573497	4685	427	2706	0.599258122281914	0.0546175492453312	0.346124328472755	1. d4 e6 2. Bf4 d5 3. e3 Bd6 4. Bxd6 Qxd6 5. Qg4	rnb1k1nr/ppp2ppp/3qp3/3p4/3P2Q1/4P3/PPP2PPP/RN2KBNR b KQkq - 1 5	96	12	https://lichess.org/6XvQPs2t
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,b1d2,f8g7,e2e4,d7d6,e4e5	9	0.0215767193547753	0.109268443803468	1510	115	900	0.598019801980198	0.0455445544554455	0.356435643564356	1. Nf3 Nf6 2. d3 g6 3. Nbd2 Bg7 4. e4 d6 5. e5	rnbqk2r/ppp1ppbp/3p1np1/4P3/8/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 0 5	97	-83	https://lichess.org/QWJB9rTj
C47: Four Knights Game: Halloween Gambit	e2e4,e7e5,g1f3,b8c6,b1c3,g8f6,f3e5,c6e5,d2d4,e5c6,d4d5	11	0.0373224231562906	0.11760946839327	26565	1446	16442	0.597597462488471	0.032528738217893	0.369873799293636	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Nxe5 Nxe5 5. d4 Nc6 6. d5	r1bqkb1r/pppp1ppp/2n2n2/3P4/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6	98	-85	https://lichess.org/Z9JQqKlr
A48: Torre Attack: Fianchetto Defense	d2d4,g8f6,g1f3,g7g6,c1g5,f8g7,b1c3,e8h8,h2h4	9	0.037881545209829	0.150025849405853	1508	80	936	0.597464342313788	0.0316957210776545	0.370839936608558	1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Nc3 O-O 5. h4	rnbq1rk1/ppppppbp/5np1/6B1/3P3P/2N2N2/PPP1PPP1/R2QKB1R b KQ - 0 5	99	-12	https://lichess.org/UTUgIoJc
C11: French Defense: Steinitz Variation, Gledhill Attack	e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,e4e5,f6d7,d1g4,c7c5,g1f3,b8c6,d4c5	13	0.011865560295234	0.100946826039254	514	41	307	0.596287703016241	0.0475638051044083	0.35614849187935	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4 c5 6. Nf3 Nc6 7. dxc5	r1bqkb1r/pp1n1ppp/2n1p3/2PpP3/6Q1/2N2N2/PPP2PPP/R1B1KB1R b KQkq - 0 7	100	23	https://lichess.org/FOAQLzUF
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,b1d2,f8g7,e2e4,e8h8,h2h3	9	0.0283841318130098	0.216467533531595	892	51	553	0.596256684491979	0.034090909090909	0.369652406417112	1. d3 Nf6 2. Nf3 g6 3. Nbd2 Bg7 4. e4 O-O 5. h3	rnbq1rk1/ppppppbp/5np1/8/4P3/3P1N1P/PPPN1PP1/R1BQKB1R b KQ - 0 5	101	-41	https://lichess.org/BSIcHg8D
A10: English Opening: Anglo-Scandinavian Defense, Malvinas Variation	c2c4,d7d5,c4d5,d8d5,b1c3,d5a5,b2b4	7	0.0127107858836739	0.165071121307932	508	30	314	0.596244131455399	0.0352112676056338	0.368544600938967	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qa5 4. b4	rnb1kbnr/ppp1pppp/8/q7/1P6/2N5/P2PPPPP/R1BQKBNR b KQkq - 0 4	102	57	https://lichess.org/Opz4gCh1
A00: Mieses Opening: Reversed Rat	d2d3,e7e5,g2g3,d7d5,g1f3,e5e4,d3e4	7	0.0160470697772713	0.118493578823472	5107	455	3004	0.596194256362363	0.0531169740835862	0.350688769554051	1. d3 e5 2. g3 d5 3. Nf3 e4 4. dxe4	rnbqkbnr/ppp2ppp/8/3p4/4P3/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 4	103	190	https://lichess.org/ySoQYYbI
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,f2f4,f8e7,g2g4	9	0.0192708485912754	0.168771001997876	2298	106	1454	0.595645412130638	0.0274753758424053	0.376879212026957	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. f4 Be7 5. g4	rnbqk2r/ppp1bppp/4pn2/3p4/5PP1/1P2P3/PBPP3P/RN1QKBNR b KQkq - 0 5	104	-45	https://lichess.org/Qp3xzpSS
A40: Horwitz Defense	d2d4,e7e6,g1f3,d7d5,c2c3,c7c5,c1g5	7	0.0103624176712134	0.105589563210625	23644	1796	14260	0.595566750629723	0.0452392947103274	0.35919395465995	1. d4 e6 2. Nf3 d5 3. c3 c5 4. Bg5	rnbqkbnr/pp3ppp/4p3/2pp2B1/3P4/2P2N2/PP2PPPP/RN1QKB1R b KQkq - 1 4	105	-8	https://lichess.org/HzClL6FJ
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,d1a4,c7c6,e4e5	9	0.0312145751169781	0.265559502106988	346	25	211	0.594501718213058	0.0429553264604811	0.36254295532646	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. Qa4+ c6 5. e5	rnbqkbnr/pp3ppp/2p5/3pP3/Q7/8/PP1P1PPP/RNB1KBNR b KQkq - 0 5	106	-99	https://lichess.org/gHzngKyz
