Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval	analysis_url
A10: English Opening: Anglo-Scandinavian Defense, Schulz Gambit	c2c4,d7d5,c4d5,g8f6,e2e4	5	0.0125304517125885	0.162729176120306	11992	717	7469	0.594310635345426	0.035533749628308	0.370155615026266	1. c4 d5 2. cxd5 Nf6 3. e4	rnbqkb1r/ppp1pppp/5n2/3P4/4P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 3	107	58	https://lichess.org/KHnq4pVn
C00: French Defense: Pelikan Variation	b1c3,e7e6,e2e4,d7d5,f2f4,d5d4,c3e2,c7c5,e2g3,b8c6,f1c4	11	0.0128450045808389	0.117995673884114	1137	69	709	0.593733681462141	0.0360313315926892	0.37023498694517	1. Nc3 e6 2. e4 d5 3. f4 d4 4. Nce2 c5 5. Ng3 Nc6 6. Bc4	r1bqkbnr/pp3ppp/2n1p3/2p5/2BpPP2/6N1/PPPP2PP/R1BQK1NR b KQkq - 3 6	108	-47	https://lichess.org/RNfOCa85
C00: French Defense: Steinitz Attack	e2e4,e7e6,e4e5,d7d6,f1e2	5	0.0135989223207325	0.115693487005725	349	21	218	0.593537414965986	0.0357142857142857	0.370748299319728	1. e4 e6 2. e5 d6 3. Be2	rnbqkbnr/ppp2ppp/3pp3/4P3/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 3	109	-162	https://lichess.org/5MNPo0Ot
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,d2d3,f8g7,b2f6,g7f6,d3d4	9	0.0320095205717452	0.217655367145657	369	35	218	0.593247588424437	0.0562700964630225	0.35048231511254	1. b3 Nf6 2. Bb2 g6 3. d3 Bg7 4. Bxf6 Bxf6 5. d4	rnbqk2r/pppppp1p/5bp1/8/3P4/1P6/P1P1PPPP/RN1QKBNR b KQkq - 0 5	110	-194	https://lichess.org/zFjiI2UT
A40: Horwitz Defense	d2d4,e7e6,g1f3,d7d5,c1g5,g8f6,g5h4,f8e7,h4g3	9	0.0142594711891371	0.14529923250036	8288	511	5177	0.593016599885518	0.0365626788780767	0.370420721236405	1. d4 e6 2. Nf3 d5 3. Bg5 Nf6 4. Bh4 Be7 5. Bg3	rnbqk2r/ppp1bppp/4pn2/3p4/3P4/5NB1/PPP1PPPP/RN1QKB1R b KQkq - 5 5	111	-69	https://lichess.org/Xug5aMeF
C44: King's Pawn Game: Tayler Opening	e2e4,e7e5,g1f3,b8c6,f1e2,g8f6,e1h1,f8c5,f3e5	9	0.0321913835676382	0.101440667246592	475	32	294	0.593008739076155	0.0399500624219725	0.367041198501873	1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. O-O Bc5 5. Nxe5	r1bqk2r/pppp1ppp/2n2n2/2b1N3/4P3/8/PPPPBPPP/RNBQ1RK1 b kq - 0 5	112	8	https://lichess.org/RWC4CEWn
B10: Caro-Kann Defense	e2e4,c7c6,b1c3,d7d5,d1e2,d5d4,c3d1,e7e5,g2g3	9	0.0171804317805144	0.208153084516251	1193	90	729	0.592942345924453	0.0447316103379721	0.362326043737574	1. e4 c6 2. Nc3 d5 3. Qe2 d4 4. Nd1 e5 5. g3	rnbqkbnr/pp3ppp/2p5/4p3/3pP3/6P1/PPPPQP1P/R1BNKBNR b KQkq - 0 5	113	-47	https://lichess.org/8iwlhhT5
C11: French Defense: Steinitz Variation, Bradford Attack Variation	e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,e4e5,f6d7,f2f4,c7c5,d4c5,f8c5,d1g4	13	0.0156623468941596	0.133248171005142	985	66	613	0.591947115384615	0.0396634615384615	0.368389423076923	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. f4 c5 6. dxc5 Bxc5 7. Qg4	rnbqk2r/pp1n1ppp/4p3/2bpP3/5PQ1/2N5/PPP3PP/R1B1KBNR b KQkq - 1 7	114	0	https://lichess.org/iruSUL3k
C46: Three Knights Opening	b1c3,e7e5,e2e4,b8c6,g1f3,f8c5,f3e5	7	0.0139733147118035	0.109984641165414	139010	9776	86226	0.591501710550951	0.0415978758531479	0.366900413595901	1. Nc3 e5 2. e4 Nc6 3. Nf3 Bc5 4. Nxe5	r1bqk1nr/pppp1ppp/2n5/2b1N3/4P3/2N5/PPPP1PPP/R1BQKB1R b KQkq - 0 4	115	71	https://lichess.org/8X6bNvZY
C47: Four Knights Game	e2e4,e7e5,g1f3,b8c6,b1c3,g8f6,h2h3,f8c5,f3e5	9	0.0379940393450892	0.119725848205968	2002	166	1219	0.591083554768231	0.0490109241216415	0.359905521110127	1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. h3 Bc5 5. Nxe5	r1bqk2r/pppp1ppp/2n2n2/2b1N3/4P3/2N4P/PPPP1PP1/R1BQKB1R b KQkq - 0 5	116	16	https://lichess.org/jhPgCMuO
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,c3b5,f8c5,b5c7,d8c7,e2e3	7	0.0254518133214579	0.200332463191788	393	25	247	0.590977443609023	0.037593984962406	0.371428571428571	1. Nc3 e5 2. Nb5 Bc5 3. Nxc7+ Qxc7 4. e3	rnb1k1nr/ppqp1ppp/8/2b1p3/8/4P3/PPPP1PPP/R1BQKBNR b KQkq - 0 4	117	-616	https://lichess.org/ZC8wPIA2
B12: Caro-Kann Defense: Advance Variation, Bronstein Variation	e2e4,c7c6,e4e5,d7d5,d2d4,c8f5,g1e2,e7e6,e2g3,f5g6,h2h4,h7h6,h4h5,g6h7,f1d3,h7d3,c2d3	17	0.0213478946446928	0.258644845193041	13769	960	8570	0.590969569509421	0.041203485128117	0.367826945362462	1. e4 c6 2. e5 d5 3. d4 Bf5 4. Ne2 e6 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. Bd3 Bxd3 9. cxd3	rn1qkbnr/pp3pp1/2p1p2p/3pP2P/3P4/3P2N1/PP3PP1/RNBQK2R b KQkq - 0 9	118	32	https://lichess.org/MTzRt1hm
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,b1c3,e7e6,h2h4	7	0.0129943961928087	0.19365963348434	807	47	512	0.590775988286969	0.034407027818448	0.374816983894583	1. Nf3 g6 2. e4 Bg7 3. Nc3 e6 4. h4	rnbqk1nr/pppp1pbp/4p1p1/8/4P2P/2N2N2/PPPP1PP1/R1BQKB1R b KQkq - 0 4	119	79	https://lichess.org/IhrtTCo7
B12: Caro-Kann Defense: Advance Variation, Van der Wiel Attack	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,b1c3,e7e6,g2g4,f5g6,g1e2,h7h6,c1e3	13	0.010904569402386	0.132116572239038	2953	201	1861	0.588833499501496	0.0400797607178464	0.371086739780658	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 h6 7. Be3	rn1qkbnr/pp3pp1/2p1p1bp/3pP3/3P2P1/2N1B3/PPP1NP1P/R2QKB1R b KQkq - 1 7	120	46	https://lichess.org/VEKKRtwo
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d3,f8g7,c1d2,e7e6	6	0.0105646687186753	0.157448629515728	425	12	285	0.588642659279778	0.0166204986149584	0.394736842105263	1. Nf3 g6 2. d3 Bg7 3. Bd2 e6	rnbqk1nr/pppp1pbp/4p1p1/8/8/3P1N2/PPPBPPPP/RN1QKB1R w KQkq - 0 4	121	-7	https://lichess.org/Rf9XkFzF
B10: Caro-Kann Defense	e2e4,c7c6,e4e5,d7d5,g1f3,c8f5,f3d4,f5g6,h2h4	9	0.0166306956950051	0.201492642955147	1031	52	669	0.588470319634703	0.0296803652968036	0.381849315068493	1. e4 c6 2. e5 d5 3. Nf3 Bf5 4. Nd4 Bg6 5. h4	rn1qkbnr/pp2pppp/2p3b1/3pP3/3N3P/8/PPPP1PP1/RNBQKB1R b KQkq - 0 5	122	-21	https://lichess.org/mmNXZhd6
A00: Hungarian Opening: Catalan Formation	g2g3,e7e6,f1g2,d7d5,e2e4,g8f6,e4e5,f6d7,d2d4,c7c5,c2c4	11	0.0129603243777302	0.134630825063911	330	45	186	0.588235294117647	0.0802139037433155	0.331550802139037	1. g3 e6 2. Bg2 d5 3. e4 Nf6 4. e5 Nfd7 5. d4 c5 6. c4	rnbqkb1r/pp1n1ppp/4p3/2ppP3/2PP4/6P1/PP3PBP/RNBQK1NR b KQkq - 0 6	123	-78	https://lichess.org/7CgwQHqx
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,b8c6,a2a3,c5b4,a3b4	11	0.0138960547990797	0.118221355884734	611	40	388	0.588065447545717	0.0384985563041385	0.373435996150144	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 Nc6 5. a3 cxb4 6. axb4	r1bqkbnr/pp3ppp/2n1p3/3pP3/1P3P2/8/2PP2PP/RNBQKBNR b KQkq - 0 6	124	-99	https://lichess.org/9fTyPYj2
A00: Hungarian Opening: Symmetrical Variation	g2g3,g7g6,e2e3,f8g7,g1e2,g8f6,c2c3	7	0.0268445665132492	0.30281089170859	384	27	243	0.587155963302752	0.0412844036697247	0.371559633027523	1. g3 g6 2. e3 Bg7 3. Ne2 Nf6 4. c3	rnbqk2r/ppppppbp/5np1/8/8/2P1P1P1/PP1PNP1P/RNBQKB1R b KQkq - 0 4	125	-91	https://lichess.org/6H29Tftv
A00: Van Geet Opening	b1c3,d7d5,e2e4,d5e4,c3e4,g8f6,e4g5,h7h6,g5f7,e8f7,g1f3	11	0.0254537377424949	0.103047047458238	1646	70	1088	0.587018544935806	0.0249643366619115	0.388017118402282	1. Nc3 d5 2. e4 dxe4 3. Nxe4 Nf6 4. Ng5 h6 5. Nxf7 Kxf7 6. Nf3	rnbq1b1r/ppp1pkp1/5n1p/8/8/5N2/PPPP1PPP/R1BQKB1R b KQ - 1 6	126	-357	https://lichess.org/WrmkgWxt
C22: Center Game: Paulsen Attack Variation	e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4e3,d7d6,c1d2	9	0.0430428543313058	0.135635545281594	5109	308	3287	0.586971507352941	0.0353860294117647	0.377642463235294	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 d6 5. Bd2	r1bqkbnr/ppp2ppp/2np4/8/4P3/4Q3/PPPB1PPP/RN2KBNR b KQkq - 1 5	127	62	https://lichess.org/6mhe7caV
C00: French Defense: Queen's Knight	e2e4,e7e6,b1c3,d7d5,g2g3,d5d4,f1g2	7	0.0227210246017086	0.19330021177538	308	14	203	0.586666666666667	0.0266666666666666	0.386666666666667	1. e4 e6 2. Nc3 d5 3. g3 d4 4. Bg2	rnbqkbnr/ppp2ppp/4p3/8/3pP3/2N3P1/PPPP1PBP/R1BQK1NR b KQkq - 1 4	128	-368	https://lichess.org/7d0oX6wk
C44: Scotch Game: Göring Gambit	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,c2c3,d4c3,f1d3,c3b2	10	0.0442329777823635	0.139385831960868	811	37	535	0.586406362979031	0.0267534345625451	0.386840202458424	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bd3 cxb2	r1bqkbnr/pppp1ppp/2n5/8/4P3/3B1N2/Pp3PPP/RNBQK2R w KQkq - 0 6	129	-110	https://lichess.org/LXjG8L3j
B07: Pirc Defense: Kholmov System	b1c3,g8f6,d2d4,g7g6,e2e4,d7d6,f1c4,f8g7,d1e2	9	0.0202480428712547	0.123634978462723	17298	1219	10993	0.586174178244663	0.0413080311758725	0.372517790579465	1. Nc3 Nf6 2. d4 g6 3. e4 d6 4. Bc4 Bg7 5. Qe2	rnbqk2r/ppp1ppbp/3p1np1/8/2BPP3/2N5/PPP1QPPP/R1B1K1NR b KQkq - 3 5	130	3	https://lichess.org/8zUCt45K
A05: Zukertort Opening	g1f3,g8f6,b1c3,g7g6,e2e4,f8g7,e4e5	7	0.0338169029945787	0.171254967157584	22216	1351	14333	0.586174142480211	0.0356464379947229	0.378179419525066	1. Nf3 Nf6 2. Nc3 g6 3. e4 Bg7 4. e5	rnbqk2r/ppppppbp/5np1/4P3/8/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 0 4	131	140	https://lichess.org/PVtOLxTP
A00: Mieses Opening	d2d3,e7e6,c2c3,f8e7,h2h3	5	0.0136111870360309	0.120950578404656	351	27	221	0.585976627712855	0.0450751252086811	0.368948247078464	1. d3 e6 2. c3 Be7 3. h3	rnbqk1nr/ppppbppp/4p3/8/8/2PP3P/PP2PPP1/RNBQKBNR b KQkq - 0 3	132	-23	https://lichess.org/KqJ76Jwc
B12: Caro-Kann Defense: Advance Variation, Bayonet Attack	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,g2g4,f5g6,e5e6,f7e6,h2h4	11	0.0160154305211245	0.194038270132927	1340	88	862	0.585152838427948	0.0384279475982532	0.376419213973799	1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4 Bg6 5. e6 fxe6 6. h4	rn1qkbnr/pp2p1pp/2p1p1b1/3p4/3P2PP/8/PPP2P2/RNBQKBNR b KQkq - 0 6	133	7	https://lichess.org/lS7cJz5o
A00: Van't Kruijs Opening	e2e3,d7d5,c2c4,d5c4,a2a3,g8f6,b1c3	7	0.0212641924992348	0.103389529980319	492	28	321	0.585017835909631	0.0332936979785969	0.381688466111772	1. e3 d5 2. c4 dxc4 3. a3 Nf6 4. Nc3	rnbqkb1r/ppp1pppp/5n2/8/2p5/P1N1P3/1P1P1PPP/R1BQKBNR b KQkq - 2 4	134	-52	https://lichess.org/kj01Dn0h
B20: Sicilian Defense: Wing Gambit, Carlsbad Variation	e2e4,c7c5,b2b4,c5b4,a2a3,b4a3,a1a3,e7e6,d2d4	9	0.0243662719609156	0.104013287623743	453	24	298	0.584516129032258	0.0309677419354838	0.384516129032258	1. e4 c5 2. b4 cxb4 3. a3 bxa3 4. Rxa3 e6 5. d4	rnbqkbnr/pp1p1ppp/4p3/8/3PP3/R7/2P2PPP/1NBQKBNR b Kkq - 0 5	135	-214	https://lichess.org/qRv7AX39
C00: French Defense: Horwitz Attack, Papa-Ticulat Gambit	e2e4,e7e6,b2b3,d7d5,c1b2,d5e4,d2d3,e4d3,f1d3,g8f6,b1d2,f8e7	12	0.0120281503173264	0.102330068487777	339	18	223	0.58448275862069	0.0310344827586206	0.38448275862069	1. e4 e6 2. b3 d5 3. Bb2 dxe4 4. d3 exd3 5. Bxd3 Nf6 6. Nd2 Be7	rnbqk2r/ppp1bppp/4pn2/8/8/1P1B4/PBPN1PPP/R2QK1NR w KQkq - 3 7	136	-51	https://lichess.org/pnay9oVY
A00: Mieses Opening	d2d3,e7e6,g1f3,d7d5,c1g5,g8f6,g5f4	7	0.024934665454787	0.221572314089845	309	14	206	0.584120982986768	0.0264650283553875	0.389413988657845	1. d3 e6 2. Nf3 d5 3. Bg5 Nf6 4. Bf4	rnbqkb1r/ppp2ppp/4pn2/3p4/5B2/3P1N2/PPP1PPPP/RN1QKB1R b KQkq - 3 4	137	-75	https://lichess.org/rsIQKzPT
C00: French Defense: Queen's Knight	e2e4,e7e6,b1c3,d7d5,g2g3,g8f6,e4e5,f6d7,f2f4,c7c5,f1g2,b8c6,g1h3	13	0.0133575072928016	0.11363963702128	299	20	193	0.583984375	0.0390625	0.376953125	1. e4 e6 2. Nc3 d5 3. g3 Nf6 4. e5 Nfd7 5. f4 c5 6. Bg2 Nc6 7. Nh3	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/5P2/2N3PN/PPPP2BP/R1BQK2R b KQkq - 3 7	138	-43	https://lichess.org/KQvh0D50
B12: Caro-Kann Defense: Advance Variation, Short Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,g1f3,e7e6,f1e2,c6c5,e1h1,b8c6,b1d2	13	0.0133195674624039	0.161375982113918	501	42	316	0.583236321303842	0.0488940628637951	0.367869615832363	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Be2 c5 6. O-O Nc6 7. Nbd2	r2qkbnr/pp3ppp/2n1p3/2ppPb2/3P4/5N2/PPPNBPPP/R1BQ1RK1 b kq - 3 7	139	-13	https://lichess.org/pL4lI3rb
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,b1c3,d5d8,d2d4,g8f6,e2e4	9	0.0145849499840809	0.189410322078092	190811	13164	123433	0.582792723452084	0.0402067145579827	0.377000561989933	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. e4	rnbqkb1r/ppp1pppp/5n2/8/3PP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5	140	46	https://lichess.org/9QpGL2qM
A00: Van't Kruijs Opening	e2e3,e7e5,d2d3,d7d5,c2c3,c7c5,d1c2	7	0.0250617174021806	0.10475206316891	564	34	370	0.582644628099174	0.0351239669421487	0.382231404958678	1. e3 e5 2. d3 d5 3. c3 c5 4. Qc2	rnbqkbnr/pp3ppp/8/2ppp3/8/2PPP3/PPQ2PPP/RNB1KBNR b KQkq - 1 4	141	-109	https://lichess.org/WDtIkoRb
A40: Horwitz Defense	d2d4,e7e6,e2e3,d7d5,f1d3,g8f6,b1d2	7	0.0221552915897387	0.225754996178474	123457	8702	79787	0.582492710407368	0.0410576278863484	0.376449661706284	1. d4 e6 2. e3 d5 3. Bd3 Nf6 4. Nd2	rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/3BP3/PPPN1PPP/R1BQK1NR b KQkq - 3 4	142	9	https://lichess.org/flsm9aSI
A20: English Opening: King's English Variation	c2c4,e7e5,a2a3,g8f6,e2e3,d7d5,c4d5,f6d5,g1f3	9	0.0299532973490322	0.121958360761917	947	75	604	0.582410824108241	0.0461254612546125	0.371463714637146	1. c4 e5 2. a3 Nf6 3. e3 d5 4. cxd5 Nxd5 5. Nf3	rnbqkb1r/ppp2ppp/8/3np3/8/P3PN2/1P1P1PPP/RNBQKB1R b KQkq - 1 5	143	-24	https://lichess.org/wjlVBjaQ
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e3,f8g7,f3e5,e7e6	6	0.0135348949423756	0.201714858843545	343	14	232	0.582342954159593	0.0237691001697792	0.393887945670628	1. Nf3 g6 2. e3 Bg7 3. Ne5 e6	rnbqk1nr/pppp1pbp/4p1p1/4N3/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4	144	-27	https://lichess.org/JoXGGjCs
B02: Alekhine Defense: Maróczy Variation	d2d3,g8f6,e2e4,d7d5,e4e5,f6d7,g1f3,e7e6,c1g5	9	0.0187557622790364	0.143038146341577	1542	99	1007	0.582326283987915	0.0373867069486404	0.380287009063444	1. d3 Nf6 2. e4 d5 3. e5 Nfd7 4. Nf3 e6 5. Bg5	rnbqkb1r/pppn1ppp/4p3/3pP1B1/8/3P1N2/PPP2PPP/RN1QKB1R b KQkq - 1 5	145	0	https://lichess.org/eepFpiwb
C00: French Defense: Alapin Gambit	e2e4,e7e6,d2d4,d7d5,c1e3,d5e4,f2f3,e4f3,g1f3,g8f6,b1c3	11	0.0269455562604613	0.229240618451727	9944	576	6558	0.582269586602647	0.0337276027637896	0.384002810633564	1. e4 e6 2. d4 d5 3. Be3 dxe4 4. f3 exf3 5. Nxf3 Nf6 6. Nc3	rnbqkb1r/ppp2ppp/4pn2/8/3P4/2N1BN2/PPP3PP/R2QKB1R b KQkq - 2 6	146	-60	https://lichess.org/tYCgHT61
C22: Center Game: Paulsen Attack Variation	e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4e3,d7d6,b1c3	9	0.0430428543313058	0.135635545281594	50056	3069	32848	0.582229304549103	0.0356972537889802	0.382073441661917	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 d6 5. Nc3	r1bqkbnr/ppp2ppp/2np4/8/4P3/2N1Q3/PPP2PPP/R1B1KBNR b KQkq - 1 5	147	51	https://lichess.org/VzIFcFG1
A48: East Indian Defense	d2d4,g8f6,g1f3,g7g6,b1d2,f8g7,e2e4,d7d6,f1b5,c7c6,b5d3	11	0.0345148572296106	0.136692438080654	972	114	584	0.582035928143713	0.0682634730538922	0.349700598802395	1. d4 Nf6 2. Nf3 g6 3. Nbd2 Bg7 4. e4 d6 5. Bb5+ c6 6. Bd3	rnbqk2r/pp2ppbp/2pp1np1/8/3PP3/3B1N2/PPPN1PPP/R1BQK2R b KQkq - 1 6	148	37	https://lichess.org/IuhlF0vX
A00: Mieses Opening	d2d3,e7e6,b1d2,d7d5,b2b3,g8f6,c1b2,f8e7,a1b1	9	0.012943359716171	0.115016187789225	1548	84	1028	0.581954887218045	0.031578947368421	0.386466165413534	1. d3 e6 2. Nd2 d5 3. b3 Nf6 4. Bb2 Be7 5. Rb1	rnbqk2r/ppp1bppp/4pn2/3p4/8/1P1P4/PBPNPPPP/1R1QKBNR b Kkq - 4 5	149	-66	https://lichess.org/kZHPzueT
C25: Vienna Game: Max Lange Defense	b1c3,e7e5,e2e4,b8c6,f1c4,f8c5,d1h5	7	0.0159701781084407	0.125702050288818	7538	469	4947	0.581905203026092	0.0362050331943801	0.381889763779527	1. Nc3 e5 2. e4 Nc6 3. Bc4 Bc5 4. Qh5	r1bqk1nr/pppp1ppp/2n5/2b1p2Q/2B1P3/2N5/PPPP1PPP/R1B1K1NR b KQkq - 4 4	150	10	https://lichess.org/stU33dVx
C44: Scotch Game	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1d3,g8f6,e4e5	9	0.0394694314330582	0.124375066141551	986	56	653	0.581710914454277	0.0330383480825958	0.385250737463127	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bd3 Nf6 5. e5	r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 0 5	151	9	https://lichess.org/fUWciCGB
A43: Benoni Defense: Benoni Gambit Accepted	d2d4,c7c5,d4c5,d8a5,d1d2,a5c5,d2c3	7	0.0113298919590937	0.191127719695769	823	87	505	0.581625441696113	0.0614840989399293	0.356890459363958	1. d4 c5 2. dxc5 Qa5+ 3. Qd2 Qxc5 4. Qc3	rnb1kbnr/pp1ppppp/8/2q5/8/2Q5/PPP1PPPP/RNB1KBNR b KQkq - 1 4	152	0	https://lichess.org/8mxC3qvR
C55: Italian Game: Two Knights Defense	e2e4,e7e5,g1f3,b8c6,f1c4,g8f6,c4f7,e8f7,f3e5,c6e5,d2d4	11	0.0600670477203624	0.189281749493115	4656	199	3151	0.581563827129653	0.0248563577317012	0.393579815138646	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Bxf7+ Kxf7 5. Nxe5+ Nxe5 6. d4	r1bq1b1r/pppp1kpp/5n2/4n3/3PP3/8/PPP2PPP/RNBQK2R b KQ - 0 6	153	-679	https://lichess.org/4XlBukRl
A00: Mieses Opening	d2d3,g8f6,g2g3,g7g6,b1d2,f8g7,g1h3,e8h8	8	0.0328121291162647	0.250237023507003	296	18	195	0.581532416502947	0.0353634577603143	0.383104125736739	1. d3 Nf6 2. g3 g6 3. Nd2 Bg7 4. Nh3 O-O	rnbq1rk1/ppppppbp/5np1/8/8/3P2PN/PPPNPP1P/R1BQKB1R w KQ - 4 5	154	-75	https://lichess.org/9l6MSMqr
C44: King's Pawn Game: Tayler Opening	e2e4,e7e5,g1f3,b8c6,f1e2,f8c5,f3e5,c6e5,d2d4	9	0.0384609018265269	0.121197013355795	1215	82	793	0.58133971291866	0.0392344497607655	0.379425837320574	1. e4 e5 2. Nf3 Nc6 3. Be2 Bc5 4. Nxe5 Nxe5 5. d4	r1bqk1nr/pppp1ppp/8/2b1n3/3PP3/8/PPP1BPPP/RNBQK2R b KQkq - 0 5	155	130	https://lichess.org/xs3WNdoS
B10: Caro-Kann Defense: Breyer Variation	e2e4,c7c6,d2d3,d7d5,c2c3,d5e4,d3e4,d8d1,e1d1,g8f6,f2f3,e7e5,c1e3	13	0.0117011070716472	0.141767189575567	1828	311	1007	0.581055308328036	0.0988556897647806	0.320089001907184	1. e4 c6 2. d3 d5 3. c3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Nf6 6. f3 e5 7. Be3	rnb1kb1r/pp3ppp/2p2n2/4p3/4P3/2P1BP2/PP4PP/RN1K1BNR b kq - 1 7	156	0	https://lichess.org/E4znQQ3m
C11: French Defense: Steinitz Variation, Gledhill Attack	e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,e4e5,f6d7,d1g4,c7c5,c3b5	11	0.0212030460026598	0.180385935689231	833	45	556	0.580892608089261	0.0313807531380753	0.387726638772664	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4 c5 6. Nb5	rnbqkb1r/pp1n1ppp/4p3/1NppP3/3P2Q1/8/PPP2PPP/R1B1KBNR b KQkq - 1 6	157	-113	https://lichess.org/MKkOj7JO
A00: Van't Kruijs Opening	e2e3,e7e6,d1f3,d7d5,b2b3,g8f6,c1b2,f8e7,f1e2	9	0.0197443898842901	0.172918200712604	410	9	287	0.580736543909348	0.0127478753541076	0.406515580736544	1. e3 e6 2. Qf3 d5 3. b3 Nf6 4. Bb2 Be7 5. Be2	rnbqk2r/ppp1bppp/4pn2/3p4/8/1P2PQ2/PBPPBPPP/RN2K1NR b KQkq - 4 5	158	-86	https://lichess.org/BMjgeHxk
C00: French Defense: Horwitz Attack, Papa-Ticulat Gambit	b2b3,e7e6,e2e4,d7d5,c1b2,g8f6,e4e5,f6d7,d1g4,c7c5,g1f3	11	0.0131223381779484	0.136395871824324	349	27	225	0.580698835274542	0.0449251247920133	0.374376039933444	1. b3 e6 2. e4 d5 3. Bb2 Nf6 4. e5 Nfd7 5. Qg4 c5 6. Nf3	rnbqkb1r/pp1n1ppp/4p3/2ppP3/6Q1/1P3N2/PBPP1PPP/RN2KB1R b KQkq - 1 6	159	-66	https://lichess.org/Mt6FujZu
A00: Van't Kruijs Opening	e2e3,d7d5,c2c4,d5c4,g1f3	5	0.0701704782473154	0.341178851007166	76185	5787	49240	0.58062524769076	0.0441041977867877	0.375270554522452	1. e3 d5 2. c4 dxc4 3. Nf3	rnbqkbnr/ppp1pppp/8/8/2p5/4PN2/PP1P1PPP/RNBQKB1R b KQkq - 1 3	160	33	https://lichess.org/772YzEhx
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,c1f4,f8g7,f4e5	5	0.0476089205270884	0.900302950656393	14716	931	9707	0.580421235308038	0.0367200441744892	0.382858720517473	1. d4 g6 2. Bf4 Bg7 3. Be5	rnbqk1nr/ppppppbp/6p1/4B3/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 3 3	161	-70	https://lichess.org/4NaBcvIe
C20: King's Pawn Game: Macleod Attack	e2e4,e7e5,c2c3,b8c6,d2d4,e5d4,d1b3,d4c3	8	0.0428618413493848	0.13506514178751	1355	66	914	0.580299785867238	0.0282655246252676	0.391434689507495	1. e4 e5 2. c3 Nc6 3. d4 exd4 4. Qb3 dxc3	r1bqkbnr/pppp1ppp/2n5/8/4P3/1Qp5/PP3PPP/RNB1KBNR w KQkq - 0 5	162	-47	https://lichess.org/4gcA9H8j
A00: Van't Kruijs Opening	e2e3,e7e6,f1e2,d7d5,h2h4	5	0.0445545586116126	0.390201680265356	2722	74	1895	0.580260072479216	0.0157748880835642	0.40396503943722	1. e3 e6 2. Be2 d5 3. h4	rnbqkbnr/ppp2ppp/4p3/3p4/7P/4P3/PPPPBPP1/RNBQK1NR b KQkq - 0 3	163	-65	https://lichess.org/aKtn3SaL
