Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,e2e3,g8f6,a2a3	7	0.0119002341290321	0.1545447314968431	502	21	357	0.5704545454545454	0.0238636363636363	0.4056818181818182	1. c4 d5 2. cxd5 Qxd5 3. e3 Nf6 4. a3	rnb1kb1r/ppp1pppp/5n2/3q4/8/P3P3/1P1P1PPP/RNBQKBNR b KQkq - 0 4	230	-1
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,d2d3,e7e6,b1d2,g8e7,e4e5	9	0.0108928576251303	0.1623397335266147	322	16	227	0.5699115044247788	0.0283185840707964	0.4017699115044247	1. Nf3 g6 2. e4 Bg7 3. d3 e6 4. Nbd2 Ne7 5. e5	rnbqk2r/ppppnpbp/4p1p1/4P3/8/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 0 5	231	+48
C45: Scotch Game: Classical Variation	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f3d4,f8c5,d4f5,d8f6,b1c3	11	0.0349502446093926	0.1101343198299979	8847	529	6152	0.5697449768160742	0.0340674909840288	0.3961875321998969	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Nf5 Qf6 6. Nc3	r1b1k1nr/pppp1ppp/2n2q2/2b2N2/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 4 6	232	-16
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,e4e5,e7e6,h2h4,g8e7,h4h5	9	0.0138804187429689	0.2068643103140206	401	29	274	0.5696022727272727	0.0411931818181818	0.3892045454545454	1. Nf3 g6 2. e4 Bg7 3. e5 e6 4. h4 Ne7 5. h5	rnbqk2r/ppppnpbp/4p1p1/4P2P/8/5N2/PPPP1PP1/RNBQKB1R b KQkq - 0 5	233	-55
C00: French Defense: Alapin Gambit	e2e4,e7e6,d2d4,d7d5,c1e3,g8f6,e4e5,f6d7,f2f4	9	0.0143540415082817	0.1221176998846606	1015	65	702	0.5695847362514029	0.0364758698092031	0.3939393939393939	1. e4 e6 2. d4 d5 3. Be3 Nf6 4. e5 Nfd7 5. f4	rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/4B3/PPP3PP/RN1QKBNR b KQkq - 0 5	234	-63
C24: Bishop's Opening: Berlin Defense	e2e4,e7e5,f1c4,g8f6,c4f7,e8f7,g1f3,d7d6,d2d4	9	0.031773232987739	0.1001230017990855	2899	144	2047	0.5695481335952849	0.0282907662082514	0.4021611001964636	1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 d6 5. d4	rnbq1b1r/ppp2kpp/3p1n2/4p3/3PP3/5N2/PPP2PPP/RNBQK2R b KQ - 0 5	235	+517
A00: Hungarian Opening: Catalan Formation	g2g3,e7e6,f1g2,d7d5,g1h3,g8f6,e1h1,f8e7,f2f4	9	0.0127012861011621	0.131939955925063	1438	58	1029	0.5695049504950495	0.0229702970297029	0.4075247524752475	1. g3 e6 2. Bg2 d5 3. Nh3 Nf6 4. O-O Be7 5. f4	rnbqk2r/ppp1bppp/4pn2/3p4/5P2/6PN/PPPPP1BP/RNBQ1RK1 b kq - 0 5	236	+43
C53: Italian Game: Classical Variation, Center Attack	e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6,d2d4,e5d4,c4f7,e8f7,e1h1	13	0.0433709145190901	0.1366693201821338	955	43	679	0.569469290399523	0.0256410256410256	0.4048896839594514	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. Bxf7+ Kxf7 7. O-O	r1bq3r/pppp1kpp/2n2n2/2b5/3pP3/2P2N2/PP3PPP/RNBQ1RK1 b - - 1 7	237	+455
A45: Indian Defense	d2d4,g8f6,c2c3,e7e6,c1f4,d7d5,f4c7	7	0.0324036387264231	0.1283311807067109	695	30	496	0.5692055692055692	0.0245700245700245	0.4062244062244062	1. d4 Nf6 2. c3 e6 3. Bf4 d5 4. Bxc7	rnbqkb1r/ppB2ppp/4pn2/3p4/3P4/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 4	238	+667
C24: Bishop's Opening: Berlin Defense	e2e4,e7e5,f1c4,g8f6,c4f7,e8f7,g1f3,d7d6,c2c3	9	0.031773232987739	0.1001230017990855	7110	345	5039	0.5690731551144549	0.0276132543620938	0.4033135905234513	1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 d6 5. c3	rnbq1b1r/ppp2kpp/3p1n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQ - 0 5	239	+525
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,d2d4,f8g7,g2g3	9	0.0499246334206251	0.339472888774542	1109	161	679	0.56900974858902	0.0826064648537711	0.3483837865572088	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. d4 Bg7 5. g3	rnbqk2r/pppp1pbp/5pp1/8/3P4/1P4P1/P1P1PP1P/RN1QKBNR b KQkq - 0 5	240	+19
B15: Caro-Kann Defense: Forgacs Variation	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,g8f6,e4f6,e7f6,f1c4,f8d6,d1h5,e8h8,g1f3	15	0.0130145478881959	0.1576804542005133	476	48	313	0.5686977299880526	0.057347670250896	0.3739545997610514	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Nf6 5. Nxf6+ exf6 6. Bc4 Bd6 7. Qh5 O-O 8. Nf3	rnbq1rk1/pp3ppp/2pb1p2/7Q/2BP4/5N2/PPP2PPP/R1B1K2R b KQ - 5 8	241	+54
A00: Mieses Opening	d2d3,e7e6,b1c3,d7d5,c1f4,g8f6,c3b5	7	0.0176450861167185	0.1567962710502431	356	21	249	0.5686900958466453	0.0335463258785942	0.3977635782747604	1. d3 e6 2. Nc3 d5 3. Bf4 Nf6 4. Nb5	rnbqkb1r/ppp2ppp/4pn2/1N1p4/5B2/3P4/PPP1PPPP/R2QKBNR b KQkq - 3 4	242	+32
B18: Caro-Kann Defense: Classical Variation, Main Line	e2e4,c7c6,d2d4,d7d5,b1d2,d5e4,d2e4,c8f5,e4g3,f5g6,h2h4,h7h6,h4h5,g6h7,f2f4	15	0.0231770853243821	0.2808067842531273	1125	142	712	0.5684689236988378	0.0717534108135422	0.35977766548762	1. e4 c6 2. d4 d5 3. Nd2 dxe4 4. Nxe4 Bf5 5. Ng3 Bg6 6. h4 h6 7. h5 Bh7 8. f4	rn1qkbnr/pp2pppb/2p4p/7P/3P1P2/6N1/PPP3P1/R1BQKBNR b KQkq - 0 8	243	0
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4e4,d8e7,e4e7,f8e7,c3d5	11	0.0162227665144188	0.1276901859436006	852	105	542	0.5683789192795197	0.0700466977985323	0.361574382921948	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe4+ Qe7 5. Qxe7+ Bxe7 6. Nd5	r1b1k1nr/ppppbppp/2n5/3N4/8/8/PPP1PPPP/R1B1KBNR b KQkq - 1 6	244	0
A00: Van't Kruijs Opening	e2e3,e7e5,b2b3,d7d5,c1b2,b8c6,f1b5,f8d6,b5c6,b7c6,f2f4	11	0.0372398707508303	0.1556538696327966	4936	339	3412	0.5682053643375158	0.039023828709566	0.3927708069529181	1. e3 e5 2. b3 d5 3. Bb2 Nc6 4. Bb5 Bd6 5. Bxc6+ bxc6 6. f4	r1bqk1nr/p1p2ppp/2pb4/3pp3/5P2/1P2P3/PBPP2PP/RN1QK1NR b KQkq - 0 6	245	+105
A05: Zukertort Opening: Nimzo-Larsen Variation	b2b3,g8f6,g1f3,g7g6,c1b2,f8g7,g2g3,e8h8,b2f6	9	0.054148115969967	0.3681913334275908	1267	137	826	0.5681614349775784	0.0614349775784753	0.3704035874439462	1. b3 Nf6 2. Nf3 g6 3. Bb2 Bg7 4. g3 O-O 5. Bxf6	rnbq1rk1/ppppppbp/5Bp1/8/8/1P3NP1/P1PPPP1P/RN1QKB1R b KQ - 0 5	246	+145
B10: Caro-Kann Defense: Goldman Variation	e2e4,c7c6,b1c3,d7d5,d1f3,d5e4,c3e4,g8f6,d2d3,f6e4,d3e4	11	0.0163016490882941	0.1975060105461659	688	26	497	0.5681255161023947	0.0214698596201486	0.4104046242774566	1. e4 c6 2. Nc3 d5 3. Qf3 dxe4 4. Nxe4 Nf6 5. d3 Nxe4 6. dxe4	rnbqkb1r/pp2pppp/2p5/8/4P3/5Q2/PPP2PPP/R1B1KBNR b KQkq - 0 6	247	-35
B01: Scandinavian Defense: Modern Variation	e2e4,d7d5,e4d5,g8f6,g1f3,f6d5,f1b5,c7c6,b5e2	9	0.0108047305056449	0.109610567220576	751	55	516	0.5680786686838124	0.0416036308623298	0.3903177004538578	1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 4. Bb5+ c6 5. Be2	rnbqkb1r/pp2pppp/2p5/3n4/8/5N2/PPPPBPPP/RNBQK2R b KQkq - 1 5	248	-20
B10: Caro-Kann Defense	e2e4,c7c6,b1c3,d7d5,g2g3,d5d4,c3e2	7	0.0132867247662035	0.1609780696164161	4098	276	2843	0.5678259664680615	0.0382430372731051	0.3939309962588333	1. e4 c6 2. Nc3 d5 3. g3 d4 4. Nce2	rnbqkbnr/pp2pppp/2p5/8/3pP3/6P1/PPPPNP1P/R1BQKBNR b KQkq - 1 4	249	+34
C47: Four Knights Game: Halloween Gambit	b1c3,e7e5,g1f3,b8c6,e2e4,g8f6,f3e5,c6e5,d2d4,e5g6,e4e5,f6g8,d1f3	13	0.0130333067368275	0.1025857925777535	1281	75	900	0.5678191489361702	0.0332446808510638	0.3989361702127659	1. Nc3 e5 2. Nf3 Nc6 3. e4 Nf6 4. Nxe5 Nxe5 5. d4 Ng6 6. e5 Ng8 7. Qf3	r1bqkbnr/pppp1ppp/6n1/4P3/3P4/2N2Q2/PPP2PPP/R1B1KB1R b KQkq - 2 7	250	+233
A00: Van Geet Opening: Dunst-Perrenet Gambit	e2e4,d7d5,d2d3,d5e4,b1c3,e4d3,f1d3,g8f6,c1g5	9	0.030233763751558	0.306711952907089	11835	717	8293	0.5677620532501799	0.0343967378268169	0.3978412089230031	1. e4 d5 2. d3 dxe4 3. Nc3 exd3 4. Bxd3 Nf6 5. Bg5	rnbqkb1r/ppp1pppp/5n2/6B1/8/2NB4/PPP2PPP/R2QK1NR b KQkq - 2 5	251	+55
C44: Scotch Game: Scotch Gambit, Dubois Réti Defense	e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1c4,g8f6,c4f7,e8f7,e4e5	11	0.0522615529225919	0.1646852732710855	2664	99	1930	0.5676539526955039	0.0210952482420626	0.4112507990624334	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. Bxf7+ Kxf7 6. e5	r1bq1b1r/pppp1kpp/2n2n2/4P3/3p4/5N2/PPP2PPP/RNBQK2R b KQ - 0 6	252	+558
C00: French Defense: King's Indian Attack	d2d3,e7e6,e2e4,d7d5,b1c3,d5e4,c1d2,e4d3,f1d3	9	0.0148753520841627	0.1321840948764908	882	47	625	0.5675675675675675	0.0302445302445302	0.4021879021879022	1. d3 e6 2. e4 d5 3. Nc3 dxe4 4. Bd2 exd3 5. Bxd3	rnbqkbnr/ppp2ppp/4p3/8/8/2NB4/PPPB1PPP/R2QK1NR b KQkq - 0 5	253	+51
B12: Caro-Kann Defense: Advance Variation, Bayonet Attack	e2e4,c7c6,e4e5,d7d5,d2d4,c8f5,g2g4,f5g6,h2h4,h7h5,e5e6	11	0.0120447282745045	0.14593040352698	16449	1029	11506	0.5675200110405741	0.0355023461219983	0.3969776428374275	1. e4 c6 2. e5 d5 3. d4 Bf5 4. g4 Bg6 5. h4 h5 6. e6	rn1qkbnr/pp2ppp1/2p1P1b1/3p3p/3P2PP/8/PPP2P2/RNBQKBNR b KQkq - 0 6	254	+26
A00: Van't Kruijs Opening	e2e3,e7e6,d2d4,d7d5,f1d3,c7c5,f2f4	7	0.0151634053194828	0.1327986724273079	5928	394	4126	0.5673813169984686	0.0377105666156202	0.3949081163859111	1. e3 e6 2. d4 d5 3. Bd3 c5 4. f4	rnbqkbnr/pp3ppp/4p3/2pp4/3P1P2/3BP3/PPP3PP/RNBQK1NR b KQkq - 0 4	255	+66
A10: English Opening: Anglo-Scandinavian Defense, Schulz Gambit	c2c4,d7d5,c4d5,g8f6,d2d4	5	0.0125304517125885	0.162729176120306	679074	49193	468824	0.5672701574065798	0.0410937848501074	0.3916360577433127	1. c4 d5 2. cxd5 Nf6 3. d4	rnbqkb1r/ppp1pppp/5n2/3P4/3P4/8/PP2PPPP/RNBQKBNR b KQkq - 0 3	256	-74
C22: Center Game: Normal Variation	e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4a4,d7d6,g1f3,c8d7,b1c3	11	0.0376931469122154	0.1187776836421169	2620	176	1823	0.5672223424983762	0.0381034856029443	0.3946741718986793	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 d6 5. Nf3 Bd7 6. Nc3	r2qkbnr/pppb1ppp/2np4/8/Q3P3/2N2N2/PPP2PPP/R1B1KB1R b KQkq - 3 6	257	-13
C00: French Defense: Steinitz Attack	e2e4,e7e6,e4e5,d7d5,f1b5,c7c6,b5e2	7	0.0451444831811491	0.38406886627595	3542	160	2544	0.5670829330771694	0.0256163944924751	0.4073006724303554	1. e4 e6 2. e5 d5 3. Bb5+ c6 4. Be2	rnbqkbnr/pp3ppp/2p1p3/3pP3/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 4	258	+46
B10: Caro-Kann Defense: Hector Gambit	e2e4,c7c6,g1f3,d7d5,b1c3,d5e4,f3g5,g8f6,f1c4,e7e6,c3e4	11	0.0225716603510655	0.2734716324217308	520	55	342	0.5670665212649946	0.0599781897491821	0.3729552889858233	1. e4 c6 2. Nf3 d5 3. Nc3 dxe4 4. Ng5 Nf6 5. Bc4 e6 6. Ncxe4	rnbqkb1r/pp3ppp/2p1pn2/6N1/2B1N3/8/PPPP1PPP/R1BQK2R b KQkq - 0 6	259	-1
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,g1f3,e5e4,c3e4	5	0.0219442962061195	0.172724625018203	15484	909	10918	0.5669510453663359	0.033283292446267	0.399765662187397	1. Nc3 e5 2. Nf3 e4 3. Nxe4	rnbqkbnr/pppp1ppp/8/8/4N3/5N2/PPPPPPPP/R1BQKB1R b KQkq - 0 3	260	-113
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,f2f4,f8e7,g1f3,e8h8,f1d3	11	0.0125995028081942	0.1103444253397696	10782	739	7506	0.5666684185630946	0.0388395438061701	0.3944920376307352	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. f4 Be7 5. Nf3 O-O 6. Bd3	rnbq1rk1/ppp1bppp/4pn2/3p4/5P2/1P1BPN2/PBPP2PP/RN1QK2R b KQ - 4 6	261	+48
B10: Caro-Kann Defense	e2e4,c7c6,e4e5,d7d5,f1e2,e7e6	6	0.0126351427115863	0.153083692093388	765	26	559	0.5666666666666667	0.0192592592592592	0.4140740740740741	1. e4 c6 2. e5 d5 3. Be2 e6	rnbqkbnr/pp3ppp/2p1p3/3pP3/8/8/PPPPBPPP/RNBQK1NR w KQkq - 0 4	262	+72
A04: Zukertort Opening: Queen's Gambit Invitation	g1f3,e7e6,d2d3,f8e7,b1d2	5	0.011051635122089	0.1213503459305357	6292	344	4470	0.5665406086799928	0.0309742481541509	0.4024851431658563	1. Nf3 e6 2. d3 Be7 3. Nbd2	rnbqk1nr/ppppbppp/4p3/8/8/3P1N2/PPPNPPPP/R1BQKB1R b KQkq - 2 3	263	+7
C00: French Defense: Horwitz Attack, Papa-Ticulat Gambit	b2b3,e7e6,e2e4,d7d5,c1b2,g8f6,e4e5,f6d7,d2d4,c7c5,c2c3,b8c6,f2f4	13	0.0109341784535433	0.1136517579892877	958	92	641	0.566528681253696	0.0544056771141336	0.3790656416321703	1. b3 e6 2. e4 d5 3. Bb2 Nf6 4. e5 Nfd7 5. d4 c5 6. c3 Nc6 7. f4	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/1PP5/PB4PP/RN1QKBNR b KQkq - 0 7	264	+23
C20: King's Pawn Game: Napoleon Attack	e2e4,e7e5,d1f3,b8c6,f1c4,g8f6,c2c3,f8c5,c4b3	9	0.0380043297580536	0.1197582750929688	503	24	361	0.5664414414414415	0.027027027027027	0.4065315315315315	1. e4 e5 2. Qf3 Nc6 3. Bc4 Nf6 4. c3 Bc5 5. Bb3	r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/1BP2Q2/PP1P1PPP/RNB1K1NR b KQkq - 2 5	265	+124
B13: Caro-Kann Defense: Panov Attack	e2e4,c7c6,d2d4,d7d5,e4d5,c6d5,c2c4,b8c6,c4d5	9	0.011206647453718	0.1357764615219552	137788	12043	93556	0.5661271966045844	0.0494808679181714	0.384391935477244	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4 Nc6 5. cxd5	r1bqkbnr/pp2pppp/2n5/3P4/3P4/8/PP3PPP/RNBQKBNR b KQkq - 0 5	266	-40
A00: Van Geet Opening	b1c3,d7d5,e2e4,d5e4,f1b5,c7c6,b5e2	7	0.0757896625712906	0.3068272736537649	1187	45	865	0.5660467334287077	0.0214592274678111	0.4124940391034811	1. Nc3 d5 2. e4 dxe4 3. Bb5+ c6 4. Be2	rnbqkbnr/pp2pppp/2p5/8/4p3/2N5/PPPPBPPP/R1BQK1NR b KQkq - 1 4	267	+167
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,c2c3,d7d6,f1c4,g8f6,c4f7,e8f7,d1b3	11	0.0120241067974204	0.1791991009673583	1838	83	1327	0.5658866995073891	0.0255541871921182	0.4085591133004926	1. Nf3 g6 2. e4 Bg7 3. c3 d6 4. Bc4 Nf6 5. Bxf7+ Kxf7 6. Qb3+	rnbq3r/ppp1pkbp/3p1np1/8/4P3/1QP2N2/PP1P1PPP/RNB1K2R b KQ - 1 6	268	+452
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,d2d4,d5d8,e2e4	7	0.0195690748016538	0.2541376394843416	473	26	337	0.5657894736842105	0.0311004784688995	0.40311004784689	1. c4 d5 2. cxd5 Qxd5 3. d4 Qd8 4. e4	rnbqkbnr/ppp1pppp/8/8/3PP3/8/PP3PPP/RNBQKBNR b KQkq - 0 4	269	-58
A00: Hungarian Opening	g2g3,e7e5,f1g2,d7d5,c2c4,c7c6,c4d5,c6d5,d1b3	9	0.0168873175781241	0.1180487120005264	7542	559	5234	0.5655793025871766	0.0419197600299962	0.3925009373828271	1. g3 e5 2. Bg2 d5 3. c4 c6 4. cxd5 cxd5 5. Qb3	rnbqkbnr/pp3ppp/8/3pp3/8/1Q4P1/PP1PPPBP/RNB1K1NR b KQkq - 1 5	270	+47
D00: Queen's Pawn Game: Accelerated London System	d2d4,d7d5,c1f4,g8f6,f4g3,e7e6,c2c3	7	0.0380351766468421	0.1072706151641503	9728	776	6699	0.5654827646340754	0.0451084113236063	0.3894088240423182	1. d4 d5 2. Bf4 Nf6 3. Bg3 e6 4. c3	rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/2P3B1/PP2PPPP/RN1QKBNR b KQkq - 0 4	271	+11
A02: Bird Opening	f2f4,e7e6,g2g3,d7d5,g1h3	5	0.054267419458223	0.5271966527196653	1297	101	896	0.565387968613775	0.0440278988666085	0.3905841325196164	1. f4 e6 2. g3 d5 3. Nh3	rnbqkbnr/ppp2ppp/4p3/3p4/5P2/6PN/PPPPP2P/RNBQKB1R b KQkq - 1 3	272	+53
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4d3,g8f6,c1g5,f8e7,e1a1	11	0.0228892531196038	0.1801624269420765	641	43	450	0.5652557319223986	0.0379188712522045	0.3968253968253968	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd3 Nf6 5. Bg5 Be7 6. O-O-O	r1bqk2r/ppppbppp/2n2n2/6B1/8/2NQ4/PPP1PPPP/2KR1BNR b kq - 6 6	273	-74
A02: Bird Opening: From's Gambit, Lasker Variation	f2f4,e7e5,f4e5,d7d6,e5d6,f8d6,g1f3,g7g5,c2c3,g5g4,d1a4,c8d7	12	0.0128005589222197	0.114045266797468	529	29	378	0.5651709401709402	0.0309829059829059	0.4038461538461538	1. f4 e5 2. fxe5 d6 3. exd6 Bxd6 4. Nf3 g5 5. c3 g4 6. Qa4+ Bd7	rn1qk1nr/pppb1p1p/3b4/8/Q5p1/2P2N2/PP1PP1PP/RNB1KB1R w KQkq - 2 7	274	+65
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,c2c4,f8g7,b1c3,e8h8,g2g3	11	0.0320201168768711	0.2177274189177972	20429	2371	13350	0.5651175656984786	0.0655878284923928	0.3692946058091286	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. c4 Bg7 5. Nc3 O-O 6. g3	rnbq1rk1/pppp1pbp/5pp1/8/2P5/1PN3P1/P2PPP1P/R2QKBNR b KQ - 0 6	275	-28
A48: East Indian Defense	d2d4,g8f6,g1f3,g7g6,b1d2,f8g7,e2e4,d7d6,f1c4,e8h8,d1e2	11	0.0341536972675755	0.1352621022858611	1038	90	709	0.5650517147523135	0.0489929232444202	0.3859553620032662	1. d4 Nf6 2. Nf3 g6 3. Nbd2 Bg7 4. e4 d6 5. Bc4 O-O 6. Qe2	rnbq1rk1/ppp1ppbp/3p1np1/8/2BPP3/5N2/PPPNQPPP/R1B1K2R b KQ - 3 6	276	+8
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,h2h4,f8g7,d2d4,d7d6,h4h5	7	0.0107426461140957	0.160101083439265	6267	439	4395	0.5645437347986668	0.0395459868480317	0.3959102783533015	1. Nf3 g6 2. h4 Bg7 3. d4 d6 4. h5	rnbqk1nr/ppp1ppbp/3p2p1/7P/3P4/5N2/PPP1PPP1/RNBQKB1R b KQkq - 0 4	277	-65
A01: Nimzo-Larsen Attack	b2b3,e7e6,c1b2,d7d5,d2d3,g8f6,b2f6	7	0.0277235528858872	0.2881634442475186	2062	136	1455	0.5644675609088421	0.0372296742403504	0.3983027648508075	1. b3 e6 2. Bb2 d5 3. d3 Nf6 4. Bxf6	rnbqkb1r/ppp2ppp/4pB2/3p4/8/1P1P4/P1P1PPPP/RN1QKBNR b KQkq - 0 4	278	+183
A00: Van't Kruijs Opening	e2e3,e7e5,b1c3,d7d5,d1f3,e5e4,f3g3	7	0.0243308236531569	0.1016970998182804	917	57	651	0.5643076923076923	0.035076923076923	0.4006153846153846	1. e3 e5 2. Nc3 d5 3. Qf3 e4 4. Qg3	rnbqkbnr/ppp2ppp/8/3p4/4p3/2N1P1Q1/PPPP1PPP/R1B1KBNR b KQkq - 1 4	279	+90
A15: English Opening: Anglo-Indian Defense	c2c4,g8f6,g2g3,g7g6,b1c3,f8g7,e2e4,d7d6,h2h3	9	0.0450393814072929	0.2248244616298379	3851	327	2647	0.5642490842490843	0.0479120879120879	0.3878388278388278	1. c4 Nf6 2. g3 g6 3. Nc3 Bg7 4. e4 d6 5. h3	rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N3PP/PP1P1P2/R1BQKBNR b KQkq - 0 5	280	-5
A16: English Opening: Anglo-Indian Defense, Queen's Knight Variation	c2c4,g8f6,b1c3,g7g6,e2e4,f8g7,g1e2	7	0.0306428558178302	0.1529608832711209	2385	170	1672	0.5642299503193754	0.0402176484504376	0.3955524012301868	1. c4 Nf6 2. Nc3 g6 3. e4 Bg7 4. Nge2	rnbqk2r/ppppppbp/5np1/8/2P1P3/2N5/PP1PNPPP/R1BQKB1R b KQkq - 2 4	281	-37
A02: Bird Opening	f2f4,e7e6,e2e3,d7d5,b2b3,c7c5,c1b2	7	0.0146431018897711	0.142254678383285	13995	936	9879	0.5640870616686819	0.037726723095526	0.398186215235792	1. f4 e6 2. e3 d5 3. b3 c5 4. Bb2	rnbqkbnr/pp3ppp/4p3/2pp4/5P2/1P2P3/PBPP2PP/RN1QKBNR b KQkq - 1 4	282	+21
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,f1b5,b8c6,b5c6,b7c6,d2d3	11	0.0248070582517037	0.2409953929021449	1000	76	697	0.5640157924421884	0.0428652002256063	0.3931190073322053	1. f4 e6 2. e4 d5 3. e5 c5 4. Bb5+ Nc6 5. Bxc6+ bxc6 6. d3	r1bqkbnr/p4ppp/2p1p3/2ppP3/5P2/3P4/PPP3PP/RNBQK1NR b KQkq - 0 6	283	+61
A20: English Opening: King's English Variation	c2c4,e7e5,a2a3,g8f6,d2d3,d7d5,c4d5,f6d5,g1f3,b8c6,e2e3	11	0.025861176924818	0.1052968128474385	1413	145	948	0.5638467677573823	0.0578611332801276	0.37829209896249	1. c4 e5 2. a3 Nf6 3. d3 d5 4. cxd5 Nxd5 5. Nf3 Nc6 6. e3	r1bqkb1r/ppp2ppp/2n5/3np3/8/P2PPN2/1P3PPP/RNBQKB1R b KQkq - 0 6	284	0
C77: Ruy Lopez: Morphy Defense, Mackenzie Variation	e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5a4,g8f6,d2d4	9	0.0435731455363032	0.1373065854081205	27479	2606	18670	0.5636139883088914	0.0534509281099374	0.3829350835811712	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 Nf6 5. d4	r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B2PP3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 5	285	0
B10: Caro-Kann Defense	e2e4,c7c6,e4e5,d7d5,g1f3,c8f5,f3d4,f5g6,e5e6	9	0.0166306956950051	0.2014926429551475	1544	84	1114	0.563092633114515	0.0306345733041575	0.4062727935813275	1. e4 c6 2. e5 d5 3. Nf3 Bf5 4. Nd4 Bg6 5. e6	rn1qkbnr/pp2pppp/2p1P1b1/3p4/3N4/8/PPPP1PPP/RNBQKB1R b KQkq - 0 5	286	+67
B30: Sicilian Defense: Old Sicilian	e2e4,c7c5,g1f3,b8c6,g2g3,g7g6,d2d4	7	0.0263134676963268	0.1123253605749074	482	56	318	0.5630841121495327	0.0654205607476635	0.3714953271028037	1. e4 c5 2. Nf3 Nc6 3. g3 g6 4. d4	r1bqkbnr/pp1ppp1p/2n3p1/2p5/3PP3/5NP1/PPP2P1P/RNBQKB1R b KQkq - 0 4	287	+16
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,g1f3,f8e7,d2d4,e8h8,a2a3	11	0.0146483916635344	0.1282882654078504	3295	247	2311	0.5629591662395352	0.0422005808986844	0.3948402528617802	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. Nf3 Be7 5. d4 O-O 6. a3	rnbq1rk1/ppp1bppp/4pn2/3p4/3P4/PP2PN2/1BP2PPP/RN1QKB1R b KQ - 0 6	288	-1
