Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval
B07: Pirc Defense: Chinese Variation	d2d4,g8f6,b1c3,g7g6,e2e4,d7d6,f1e2,f8g7,g2g4	9	0.031395378569153	0.1243380730951112	10905	763	7905	0.5571450467480713	0.0389822714964491	0.4038726817554794	1. d4 Nf6 2. Nc3 g6 3. e4 d6 4. Be2 Bg7 5. g4	rnbqk2r/ppp1ppbp/3p1np1/8/3PP1P1/2N5/PPP1BP1P/R1BQK1NR b KQkq - 0 5	350	-24
D00: Queen's Pawn Game: Accelerated London System	d2d4,d7d5,c1f4,e7e6,f4c7	5	0.0701659471278205	0.197889032614798	4754	258	3521	0.5571311379350756	0.0302355560764092	0.4126333059885151	1. d4 d5 2. Bf4 e6 3. Bxc7	rnbqkbnr/ppB2ppp/4p3/3p4/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3	351	+635
A20: English Opening: King's English Variation	c2c4,e7e5,d2d4,e5d4,c1g5	5	0.180716106911862	0.7358068096952972	868	44	646	0.5571245186136072	0.0282413350449293	0.4146341463414634	1. c4 e5 2. d4 exd4 3. Bg5	rnbqkbnr/pppp1ppp/8/6B1/2Pp4/8/PP2PPPP/RN1QKBNR b KQkq - 1 3	352	+821
A45: Trompowsky Attack: Classical Defense, Big Center Variation	d2d4,g8f6,c1g5,e7e6,e2e4,f8e7,e4e5,f6d5,g5d2	9	0.0345789977088562	0.1369464596583598	7829	564	5662	0.5570259694059053	0.0401280683030949	0.4028459622909996	1. d4 Nf6 2. Bg5 e6 3. e4 Be7 4. e5 Nd5 5. Bd2	rnbqk2r/ppppbppp/4p3/3nP3/3P4/8/PPPB1PPP/RN1QKBNR b KQkq - 2 5	353	-54
C00: French Defense: King's Indian Attack	d2d3,e7e6,e2e4,d7d5,d1e2,g8f6,g1f3	7	0.0204043801203241	0.1813156759222165	8661	824	6064	0.5570133127532317	0.0529937616566981	0.3899929255900701	1. d3 e6 2. e4 d5 3. Qe2 Nf6 4. Nf3	rnbqkb1r/ppp2ppp/4pn2/3p4/4P3/3P1N2/PPP1QPPP/RNB1KB1R b KQkq - 3 4	354	+12
A00: Van Geet Opening	b1c3,d7d5,e2e4,d5d4,c3e2,e7e5,a2a3	7	0.0626022115709954	0.2534391267800787	2155	139	1575	0.5569914706642544	0.0359265960196433	0.4070819333161024	1. Nc3 d5 2. e4 d4 3. Nce2 e5 4. a3	rnbqkbnr/ppp2ppp/8/4p3/3pP3/P7/1PPPNPPP/R1BQKBNR b KQkq - 0 4	355	+60
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,c2c4,f8e7,d1c2	9	0.0154661383036979	0.1354499593616535	748	30	565	0.5569620253164557	0.0223380491437081	0.4206999255398362	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. c4 Be7 5. Qc2	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/1P2P3/PBQP1PPP/RN2KBNR b KQkq - 2 5	356	+15
A48: Torre Attack: Fianchetto Defense	d2d4,g8f6,g1f3,g7g6,c1g5,f8g7,c2c3,e8h8,g5f6,g7f6,h2h4	11	0.0331194985312749	0.1311662676780453	3054	324	2106	0.5568927789934355	0.0590809628008752	0.3840262582056892	1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. c3 O-O 5. Bxf6 Bxf6 6. h4	rnbq1rk1/pppppp1p/5bp1/8/3P3P/2P2N2/PP2PPP1/RN1QKB1R b KQ - 0 6	357	+57
A00: Van't Kruijs Opening	e2e3,e7e6,d2d4,d7d5,f1e2,c7c5,c2c4	7	0.0118069967623139	0.1034037844635211	1254	91	907	0.5568383658969804	0.0404085257548845	0.402753108348135	1. e3 e6 2. d4 d5 3. Be2 c5 4. c4	rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/4P3/PP2BPPP/RNBQK1NR b KQkq - 0 4	358	+2
B12: Caro-Kann Defense: Advance Variation, Tal Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,h2h4,h7h5,c2c4,e7e6,c1g5	11	0.023570033415772	0.2855676283531185	789	60	568	0.5568101623147494	0.0423429781227946	0.4008468595624559	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4 h5 5. c4 e6 6. Bg5	rn1qkbnr/pp3pp1/2p1p3/3pPbBp/2PP3P/8/PP3PP1/RN1QKBNR b KQkq - 1 6	359	+61
A06: Zukertort Opening: Reversed Mexican Defense	b1c3,d7d5,g1f3,d5d4,f3d4	5	0.0653240536217219	0.2644582466363656	2208	110	1648	0.556732223903177	0.0277357539082198	0.4155320221886031	1. Nc3 d5 2. Nf3 d4 3. Nxd4	rnbqkbnr/ppp1pppp/8/8/3N4/2N5/PPPPPPPP/R1BQKB1R b KQkq - 0 3	360	+430
A00: Mieses Opening	d2d3,e7e6,c1d2,d7d5,g1f3,g8f6,g2g3	7	0.0225771013682833	0.2006227276111758	550	34	404	0.5566801619433198	0.034412955465587	0.4089068825910931	1. d3 e6 2. Bd2 d5 3. Nf3 Nf6 4. g3	rnbqkb1r/ppp2ppp/4pn2/3p4/8/3P1NP1/PPPBPP1P/RN1QKB1R b KQkq - 0 4	361	+33
C20: King's Pawn Game: Wayward Queen Attack	e2e4,e7e5,d1h5,b8c6,f1c4,d8f6,b1c3	7	0.0411975577516474	0.1298206937417367	28088	2337	20044	0.5565396580078861	0.0463056529750936	0.3971546890170203	1. e4 e5 2. Qh5 Nc6 3. Bc4 Qf6 4. Nc3	r1b1kbnr/pppp1ppp/2n2q2/4p2Q/2B1P3/2N5/PPPP1PPP/R1B1K1NR b KQkq - 5 4	362	-3
C13: French Defense: Classical Variation, Richter Attack	b1c3,e7e6,e2e4,d7d5,d2d4,g8f6,c1g5,f8e7,g5f6,e7f6,g1f3	11	0.0129823535114563	0.1192573767915337	41032	3744	28962	0.5564566437928883	0.0507743632862296	0.392768992920882	1. Nc3 e6 2. e4 d5 3. d4 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. Nf3	rnbqk2r/ppp2ppp/4pb2/3p4/3PP3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 6	363	+27
A00: Mieses Opening	d2d3,g8f6,g1f3,g7g6,b1d2,f8g7,e2e4,e8h8,e4e5	9	0.0283841318130098	0.2164675335315945	2862	174	2108	0.5563763608087092	0.0338258164852255	0.4097978227060653	1. d3 Nf6 2. Nf3 g6 3. Nbd2 Bg7 4. e4 O-O 5. e5	rnbq1rk1/ppppppbp/5np1/4P3/8/3P1N2/PPPN1PPP/R1BQKB1R b KQ - 0 5	364	+67
D30: Queen's Gambit Declined	d2d4,d7d5,c2c4,e7e6,c4d5,e6d5,c1f4,g8f6,f4g3	9	0.038172449978565	0.1076577671649488	469	29	345	0.5563463819691578	0.0344009489916963	0.4092526690391459	1. d4 d5 2. c4 e6 3. cxd5 exd5 4. Bf4 Nf6 5. Bg3	rnbqkb1r/ppp2ppp/5n2/3p4/3P4/6B1/PP2PPPP/RN1QKBNR b KQkq - 3 5	365	+80
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,d2d4,f8g7,e2e4,d7d6,f1c4,g8f6,d1e2,e8h8,e4e5	11	0.0101092054374796	0.1506607148798207	6351	600	4466	0.5562757291757905	0.0525532101252518	0.3911710606989577	1. Nf3 g6 2. d4 Bg7 3. e4 d6 4. Bc4 Nf6 5. Qe2 O-O 6. e5	rnbq1rk1/ppp1ppbp/3p1np1/4P3/2BP4/5N2/PPP1QPPP/RNB1K2R b KQ - 0 6	366	-55
C53: Italian Game: Classical Variation, Center Attack	e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6,d2d4,e5d4,c4f7,e8f7,e4e5	13	0.0433709145190901	0.1366693201821338	1043	39	793	0.5562666666666667	0.0208	0.4229333333333333	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. Bxf7+ Kxf7 7. e5	r1bq3r/pppp1kpp/2n2n2/2b1P3/3p4/2P2N2/PP3PPP/RNBQK2R b KQ - 0 7	367	+468
B50: Sicilian Defense: Modern Variations	g1f3,c7c5,e2e4,d7d6,f1c4,e7e6,d1e2	7	0.0117880433914243	0.1158961660840814	3724	295	2678	0.5560698820367329	0.0440495744363147	0.3998805435269523	1. Nf3 c5 2. e4 d6 3. Bc4 e6 4. Qe2	rnbqkbnr/pp3ppp/3pp3/2p5/2B1P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 1 4	368	0
A40: Horwitz Defense	d2d4,e7e6,c2c3,d7d5,c1g5,g8f6,e2e3,f8e7,f2f4	9	0.0116724102499491	0.1189379485572335	1096	106	769	0.5560629122272958	0.0537798072044647	0.3901572805682394	1. d4 e6 2. c3 d5 3. Bg5 Nf6 4. e3 Be7 5. f4	rnbqk2r/ppp1bppp/4pn2/3p2B1/3P1P2/2P1P3/PP4PP/RN1QKBNR b KQkq - 0 5	369	+32
A16: English Opening: Anglo-Indian Defense, Queen's Knight Variation	c2c4,g8f6,b1c3,g7g6,e2e4,d7d6,g1e2,f8g7,h2h3	9	0.0358474631909213	0.178940881532385	750	62	537	0.5559673832468495	0.0459599703484062	0.3980726464047442	1. c4 Nf6 2. Nc3 g6 3. e4 d6 4. Nge2 Bg7 5. h3	rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N4P/PP1PNPP1/R1BQKB1R b KQkq - 0 5	370	-7
B12: Caro-Kann Defense: Advance Variation, Tal Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,h2h4,h7h6,g2g4	9	0.0147215387796579	0.1783618563816826	50810	3774	36836	0.5557864799824983	0.0412819951870487	0.4029315248304528	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4 h6 5. g4	rn1qkbnr/pp2ppp1/2p4p/3pPb2/3P2PP/8/PPP2P2/RNBQKBNR b KQkq - 0 5	371	-29
A05: King's Indian Attack: Symmetrical Defense	g1f3,g8f6,g2g3,g7g6,d2d3,f8g7,e2e4,d7d6,e4e5	9	0.0252852969171095	0.1280493572638382	289	23	208	0.5557692307692308	0.0442307692307692	0.4	1. Nf3 Nf6 2. g3 g6 3. d3 Bg7 4. e4 d6 5. e5	rnbqk2r/ppp1ppbp/3p1np1/4P3/8/3P1NP1/PPP2P1P/RNBQKB1R b KQkq - 0 5	372	+110
B10: Caro-Kann Defense	e2e4,c7c6,g1f3,d7d5,d2d3,d5e4,d3e4,d8d1,e1d1,c8g4,c2c3	11	0.0214718312111845	0.2601464243692333	838	130	540	0.5557029177718833	0.0862068965517241	0.3580901856763925	1. e4 c6 2. Nf3 d5 3. d3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Bg4 6. c3	rn2kbnr/pp2pppp/2p5/8/4P1b1/2P2N2/PP3PPP/RNBK1B1R b kq - 0 6	373	0
C00: French Defense: Schlechter Variation	e2e4,e7e6,d2d4,d7d5,f1d3,g8f6,e4e5,f6d7,g1e2,c7c5,c2c3,b8c6,a2a3	13	0.0162640198275678	0.1383669324820598	3518	277	2536	0.5556784078344653	0.043752961617438	0.4005686305480966	1. e4 e6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. Ne2 c5 6. c3 Nc6 7. a3	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P4/P1PB4/1P2NPPP/RNBQK2R b KQkq - 0 7	374	-90
C54: Italian Game: Giuoco Piano, Cracow Variation	e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,c2c3,g8f6,d2d4,e5d4,c3d4,c5b4,e1f1	13	0.0389619306488825	0.1227758426081243	2298	145	1693	0.5556092843326886	0.0350580270793036	0.4093326885880077	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. c3 Nf6 5. d4 exd4 6. cxd4 Bb4+ 7. Kf1	r1bqk2r/pppp1ppp/2n2n2/8/1bBPP3/5N2/PP3PPP/RNBQ1K1R b kq - 2 7	375	+62
A00: Van Geet Opening: Reversed Scandinavian	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4a4,g8f6,g1f3	9	0.0368989152464091	0.2904331603825668	2773	205	2013	0.5556000801442597	0.0410739330795431	0.4033259867761971	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 Nf6 5. Nf3	r1bqkb1r/pppp1ppp/2n2n2/8/Q7/2N2N2/PPP1PPPP/R1B1KB1R b KQkq - 4 5	376	0
C00: French Defense: Schlechter Variation	e2e4,e7e6,d2d4,d7d5,f1d3,g8f6,c1g5,f8e7,e4e5,f6d7,g5e7,d8e7,f2f4	13	0.0146760049084662	0.1248568190278577	370	22	274	0.5555555555555556	0.033033033033033	0.4114114114114114	1. e4 e6 2. d4 d5 3. Bd3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4	rnb1k2r/pppnqppp/4p3/3pP3/3P1P2/3B4/PPP3PP/RN1QK1NR b KQkq - 0 7	377	+55
C00: French Defense: Orthoschnapp Gambit	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,d1b3,d5e4,f1c4	9	0.0391055709483934	0.3326925294272659	31374	2075	23052	0.5552822073945594	0.0367250137165713	0.4079927788888692	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. Qb3 dxe4 5. Bc4	rnbqkbnr/ppp2ppp/8/8/2B1p3/1Q6/PP1P1PPP/RNB1K1NR b KQkq - 1 5	378	+134
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,g1f3	5	0.0551395291350001	0.7160803420028182	29102	2199	21110	0.5552651161015817	0.0419568411211386	0.4027780427772796	1. c4 d5 2. cxd5 Qxd5 3. Nf3	rnb1kbnr/ppp1pppp/8/3q4/8/5N2/PP1PPPPP/RNBQKB1R b KQkq - 1 3	379	-70
B21: Sicilian Defense: Smith-Morra Gambit	e2e4,c7c5,d2d4,c5d4,f1d3,e7e5,g1e2	7	0.0356188732169334	0.1520477203360942	382	17	289	0.5552325581395349	0.0247093023255813	0.4200581395348837	1. e4 c5 2. d4 cxd4 3. Bd3 e5 4. Ne2	rnbqkbnr/pp1p1ppp/8/4p3/3pP3/3B4/PPP1NPPP/RNBQK2R b KQkq - 1 4	380	+78
C11: French Defense: Steinitz Variation, Gledhill Attack	b1c3,e7e6,e2e4,d7d5,d2d4,g8f6,e4e5,f6d7,d1g4,c7c5,d4c5	11	0.0169390429664539	0.1556039764096488	866	56	638	0.5551282051282052	0.0358974358974358	0.4089743589743589	1. Nc3 e6 2. e4 d5 3. d4 Nf6 4. e5 Nfd7 5. Qg4 c5 6. dxc5	rnbqkb1r/pp1n1ppp/4p3/2PpP3/6Q1/2N5/PPP2PPP/R1B1KBNR b KQkq - 0 6	381	+70
B10: Caro-Kann Defense: Accelerated Panov Attack, Modern Variation	e2e4,c7c6,c2c4,d7d5,c4d5,c6d5,e4d5,g8f6,f1b5,c8d7,b5c4	11	0.0193896711699858	0.2349195825430835	9309	934	6527	0.5550983899821109	0.0556946929039952	0.3892069171138939	1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. exd5 Nf6 5. Bb5+ Bd7 6. Bc4	rn1qkb1r/pp1bpppp/5n2/3P4/2B5/8/PP1P1PPP/RNBQK1NR b KQkq - 4 6	382	-25
C00: French Defense: King's Indian Attack	e2e4,e7e6,d2d3,d7d5,b1c3,d5e4,c1e3,e4d3,f1d3	9	0.0153664938099105	0.13073118663308	3191	159	2399	0.5550530527048182	0.0276569838232736	0.4172899634719081	1. e4 e6 2. d3 d5 3. Nc3 dxe4 4. Be3 exd3 5. Bxd3	rnbqkbnr/ppp2ppp/4p3/8/8/2NBB3/PPP2PPP/R2QK1NR b KQkq - 0 5	383	+66
C44: Scotch Game: Haxo Gambit	e2e4,e7e5,g1f3,b8c6,f1c4,f8c5,d2d4,e5d4,c2c3	9	0.0552072318595397	0.1739676216432944	254802	18286	186107	0.5548884460849965	0.0398218621718442	0.4052896917431592	1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d4 exd4 5. c3	r1bqk1nr/pppp1ppp/2n5/2b5/2BpP3/2P2N2/PP3PPP/RNBQK2R b KQkq - 0 5	384	0
C25: Vienna Game: Paulsen Variation	e2e4,e7e5,b1c3,b8c6,g2g3,g8f6	6	0.0558392650656977	0.1759592685701796	61409	5442	43819	0.5548838890394867	0.0491732176741664	0.3959428932863468	1. e4 e5 2. Nc3 Nc6 3. g3 Nf6	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR w KQkq - 1 4	385	+13
A01: Nimzo-Larsen Attack	b2b3,e7e6,c1b2,d7d5,d2d3,g8f6,b1d2,f8e7,b2f6	9	0.0134511631932187	0.139813736386815	2422	174	1769	0.5548682703321879	0.0398625429553264	0.4052691867124857	1. b3 e6 2. Bb2 d5 3. d3 Nf6 4. Nd2 Be7 5. Bxf6	rnbqk2r/ppp1bppp/4pB2/3p4/8/1P1P4/P1PNPPPP/R2QKBNR b KQkq - 0 5	386	+136
A48: East Indian Defense	d2d4,g8f6,g1f3,g7g6,c2c3,f8g7,h2h4,e8h8,h4h5	9	0.0359271686533249	0.1422857479573948	861	49	642	0.5547680412371134	0.0315721649484536	0.4136597938144329	1. d4 Nf6 2. Nf3 g6 3. c3 Bg7 4. h4 O-O 5. h5	rnbq1rk1/ppppppbp/5np1/7P/3P4/2P2N2/PP2PPP1/RNBQKB1R b KQ - 0 5	387	+114
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,b1c3,e7e6,d2d4,g8e7,c1g5	9	0.0102118880055407	0.1521910259616828	35848	2130	26654	0.5546478524569872	0.0329558113627924	0.4123963361802203	1. Nf3 g6 2. e4 Bg7 3. Nc3 e6 4. d4 Ne7 5. Bg5	rnbqk2r/ppppnpbp/4p1p1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R b KQkq - 2 5	388	-61
C29: Vienna Game: Vienna Gambit	e2e4,e7e5,b1c3,g8f6,f2f4	5	0.0906338131396957	0.2856029614469982	522509	38061	381717	0.5545115235591704	0.0403921522848134	0.4050963241560161	1. e4 e5 2. Nc3 Nf6 3. f4	rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 3	389	+35
A05: King's Indian Attack: Symmetrical Defense	g1f3,g8f6,g2g3,g7g6,f1g2,f8g7,e2e4,e8h8,e4e5,f6e8,e1h1,d7d6,e5d6	13	0.020193962422876	0.1022659103959209	590	48	426	0.5545112781954887	0.0451127819548872	0.400375939849624	1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. e4 O-O 5. e5 Ne8 6. O-O d6 7. exd6	rnbqnrk1/ppp1ppbp/3P2p1/8/8/5NP1/PPPP1PBP/RNBQ1RK1 b - - 0 7	390	-21
A48: Torre Attack: Fianchetto Defense	d2d4,g8f6,g1f3,g7g6,c1g5,f8g7,g5h4,e8h8,e2e3	9	0.0484106079543859	0.1917250877275726	1761	124	1291	0.554471032745592	0.0390428211586901	0.4064861460957178	1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. Bh4 O-O 5. e3	rnbq1rk1/ppppppbp/5np1/8/3P3B/4PN2/PPP2PPP/RN1QKB1R b KQ - 0 5	391	-4
A45: Trompowsky Attack: Classical Defense, Big Center Variation	d2d4,g8f6,c1g5,e7e6,e2e4,f8e7,e4e5,f6d5,h2h4	9	0.0345789977088562	0.1369464596583598	917	70	667	0.5544135429262395	0.0423216444981862	0.4032648125755743	1. d4 Nf6 2. Bg5 e6 3. e4 Be7 4. e5 Nd5 5. h4	rnbqk2r/ppppbppp/4p3/3nP1B1/3P3P/8/PPP2PP1/RN1QKBNR b KQkq - 0 5	392	-26
C00: French Defense: Chigorin Variation	e2e4,e7e6,d1e2,d7d5,e4e5,c7c5,g1f3,b8c6,g2g3	9	0.0392141685027216	0.3336164283542691	647	53	467	0.5544130248500428	0.0454155955441302	0.4001713796058269	1. e4 e6 2. Qe2 d5 3. e5 c5 4. Nf3 Nc6 5. g3	r1bqkbnr/pp3ppp/2n1p3/2ppP3/8/5NP1/PPPPQP1P/RNB1KB1R b KQkq - 0 5	393	+50
C11: French Defense: Steinitz Variation, Gledhill Attack	e2e4,e7e6,d2d4,d7d5,b1c3,g8f6,e4e5,f6d7,d1g4,c7c5,c1g5,d8b6,e1a1	13	0.01201272683319	0.1021988524531949	449	15	346	0.554320987654321	0.0185185185185185	0.4271604938271605	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Qg4 c5 6. Bg5 Qb6 7. O-O-O	rnb1kb1r/pp1n1ppp/1q2p3/2ppP1B1/3P2Q1/2N5/PPP2PPP/2KR1BNR b kq - 3 7	394	+181
A00: Van't Kruijs Opening	e2e3,e7e6,f1e2,f8e7,g2g4	5	0.0247798706986746	0.2170181342759606	388	8	304	0.5542857142857143	0.0114285714285714	0.4342857142857143	1. e3 e6 2. Be2 Be7 3. g4	rnbqk1nr/ppppbppp/4p3/8/6P1/4P3/PPPPBP1P/RNBQK1NR b KQkq - 0 3	395	+103
A00: Van Geet Opening	b1c3,g8f6,d2d4,g7g6,c1f4,f8g7,e2e4,d7d6,d1d2	9	0.02150256872298	0.1312951398741344	154076	11257	112660	0.5542441716158321	0.0404938253840924	0.4052620030000755	1. Nc3 Nf6 2. d4 g6 3. Bf4 Bg7 4. e4 d6 5. Qd2	rnbqk2r/ppp1ppbp/3p1np1/8/3PPB2/2N5/PPPQ1PPP/R3KBNR b KQkq - 1 5	396	-74
A02: Bird Opening	f2f4,e7e6,e2e3,d7d5,g1f3,g8f6,c2c3	7	0.0203697510626684	0.1978878797662161	4069	303	2970	0.5542086624897848	0.041269408880414	0.4045219286298011	1. f4 e6 2. e3 d5 3. Nf3 Nf6 4. c3	rnbqkb1r/ppp2ppp/4pn2/3p4/5P2/2P1PN2/PP1P2PP/RNBQKB1R b KQkq - 0 4	397	+47
E73: King's Indian Defense: Normal Variation, Standard Development	d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8h8,e4e5,d6e5,d4e5	13	0.030330480339463	0.1201206563937838	298	29	211	0.5539033457249071	0.053903345724907	0.3921933085501858	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 d6 5. Be2 O-O 6. e5 dxe5 7. dxe5	rnbq1rk1/ppp1ppbp/5np1/4P3/2P5/2N5/PP2BPPP/R1BQK1NR b KQ - 0 7	398	+37
A05: Zukertort Opening	g1f3,g8f6,b1c3,g7g6,e2e4,f8g7,h2h3	7	0.0338169029945787	0.1712549671575842	581	50	418	0.553860819828408	0.0476644423260247	0.3984747378455672	1. Nf3 Nf6 2. Nc3 g6 3. e4 Bg7 4. h3	rnbqk2r/ppppppbp/5np1/8/4P3/2N2N1P/PPPP1PP1/R1BQKB1R b KQkq - 0 4	399	-51
A00: Valencia Opening	d2d3,e7e5,b1d2,d7d5,e2e4,d5d4,f1e2	7	0.0139287141938174	0.1028513751197359	504	26	380	0.5538461538461539	0.0285714285714285	0.4175824175824176	1. d3 e5 2. Nd2 d5 3. e4 d4 4. Be2	rnbqkbnr/ppp2ppp/8/4p3/3pP3/3P4/PPPNBPPP/R1BQK1NR b KQkq - 1 4	400	+21
A01: Nimzo-Larsen Attack: Classical Variation	b2b3,d7d5,c2c4,d5c4,e2e3,c4b3,d1b3	7	0.0575860201117511	0.2593400066110082	314	14	239	0.5537918871252204	0.0246913580246913	0.4215167548500881	1. b3 d5 2. c4 dxc4 3. e3 cxb3 4. Qxb3	rnbqkbnr/ppp1pppp/8/8/8/1Q2P3/P2P1PPP/RNB1KBNR b KQkq - 0 4	401	+126
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,e2e4,f8g7,e4e5,e7e6,d2d4,g8e7,h2h4	9	0.0118293399037136	0.1762964277926692	1720	100	1286	0.5537669027688346	0.0321957501609787	0.4140373470701867	1. Nf3 g6 2. e4 Bg7 3. e5 e6 4. d4 Ne7 5. h4	rnbqk2r/ppppnpbp/4p1p1/4P3/3P3P/5N2/PPP2PP1/RNBQKB1R b KQkq - 0 5	402	-58
A01: Nimzo-Larsen Attack: Modern Variation	b2b3,e7e5,c1b2,b8c6,c2c4,g8f6,a2a3,d7d5,c4d5	9	0.0219173059983465	0.1025541137776198	459	25	345	0.5536791314837153	0.0301568154402895	0.4161640530759952	1. b3 e5 2. Bb2 Nc6 3. c4 Nf6 4. a3 d5 5. cxd5	r1bqkb1r/ppp2ppp/2n2n2/3Pp3/8/PP6/1B1PPPPP/RN1QKBNR b KQkq - 0 5	403	+27
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,e2e3,f8g7,d2d4,e8h8,g2g3	11	0.0362603308905587	0.2465596326292388	3059	422	2044	0.5536651583710407	0.0763800904977375	0.3699547511312217	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. e3 Bg7 5. d4 O-O 6. g3	rnbq1rk1/pppp1pbp/5pp1/8/3P4/1P2P1P1/P1P2P1P/RN1QKBNR b KQ - 0 6	404	+8
C00: French Defense: Two Knights Variation	e2e4,e7e6,g1f3,d7d5,b1c3,g8f6,e4e5,f6d7,c3e2,c7c5,c2c3,b8c6	12	0.0145983252012987	0.1241959551755733	2281	210	1629	0.5536407766990291	0.0509708737864077	0.3953883495145631	1. e4 e6 2. Nf3 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Ne2 c5 6. c3 Nc6	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/8/2P2N2/PP1PNPPP/R1BQKB1R w KQkq - 1 7	405	+12
C22: Center Game: Normal Variation	e2e4,e7e5,d2d4,e5d4,d1d4,b8c6,d4a4,d7d6,b1c3,c8d7,c1f4	11	0.0369273734990935	0.1163645979844726	542	36	401	0.5536261491317671	0.0367722165474974	0.4096016343207354	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qa4 d6 5. Nc3 Bd7 6. Bf4	r2qkbnr/pppb1ppp/2np4/8/Q3PB2/2N5/PPP2PPP/R3KBNR b KQkq - 3 6	406	-3
A00: Van't Kruijs Opening	e2e3,e7e5,g1e2,d7d5,d2d4,e5e4,c2c4	7	0.0507296606208349	0.2120380071570307	2599	149	1947	0.5535676251331203	0.0317358892438764	0.4146964856230032	1. e3 e5 2. Ne2 d5 3. d4 e4 4. c4	rnbqkbnr/ppp2ppp/8/3p4/2PPp3/4P3/PP2NPPP/RNBQKB1R b KQkq - 0 4	407	0
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,c2c3,f8g7,d1a4,e8h8	8	0.0596529383734176	0.3020933644819801	512	33	380	0.5535135135135135	0.0356756756756756	0.4108108108108108	1. Nf3 Nf6 2. d3 g6 3. c3 Bg7 4. Qa4 O-O	rnbq1rk1/ppppppbp/5np1/8/Q7/2PP1N2/PP2PPPP/RNB1KB1R w KQ - 3 5	408	-50
B13: Caro-Kann Defense: Exchange Variation	e2e4,c7c6,d2d4,d7d5,e4d5,c6d5,f1d3,b8c6,b1c3,g8f6,g1e2,c8g4,f2f3,g4h5,g2g4,h5g6,h2h4,g6d3,d1d3	19	0.0102907775899173	0.1246800502325827	290	31	203	0.5534351145038168	0.0591603053435114	0.3874045801526717	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. Nc3 Nf6 6. Nge2 Bg4 7. f3 Bh5 8. g4 Bg6 9. h4 Bxd3 10. Qxd3	r2qkb1r/pp2pppp/2n2n2/3p4/3P2PP/2NQ1P2/PPP1N3/R1B1K2R b KQkq - 0 10	409	+1
